geo,time,children_per_woman_total_fertility
irq,1861,7.13
irq,1862,7.13
irq,1863,7.13
irq,1864,7.13
irq,1865,7.13
irq,1866,7.13
irq,1867,7.13
irq,1868,7.13
irq,1869,7.13
irq,1870,7.13
irq,1871,7.13
irq,1872,7.13
irq,1873,7.13
irq,1874,7.13
irq,1875,7.13
irq,1876,7.13
irq,1877,7.13
irq,1878,7.13
irq,1879,7.13
irq,1880,7.13
irq,1881,7.13
irq,1882,7.13
irq,1883,7.13
irq,1884,7.13
irq,1885,7.13
irq,1886,7.13
irq,1887,7.13
irq,1888,7.13
irq,1889,7.13
irq,1890,7.13
irq,1891,7.13
irq,1892,7.13
irq,1893,7.13
irq,1894,7.13
irq,1895,7.13
irq,1896,7.13
irq,1897,7.13
irq,1898,7.13
irq,1899,7.13
irq,1900,7.13
irq,1901,7.13
irq,1902,7.13
irq,1903,7.13
irq,1904,7.13
irq,1905,7.13
irq,1906,7.13
irq,1907,7.13
irq,1908,7.13
irq,1909,7.13
irq,1910,7.13
irq,1911,7.13
irq,1912,7.13
irq,1913,7.13
irq,1914,7.13
irq,1915,7.13
irq,1916,7.13
irq,1917,7.13
irq,1918,7.13
irq,1919,7.13
irq,1920,7.13
irq,1921,7.13
irq,1922,7.13
irq,1923,7.13
irq,1924,7.13
irq,1925,7.13
irq,1926,7.17
irq,1927,7.21
irq,1928,7.25
irq,1929,7.29
irq,1930,7.33
irq,1931,7.37
irq,1932,7.41
irq,1933,7.45
irq,1934,7.48
irq,1935,7.52
irq,1936,7.56
irq,1937,7.6
irq,1938,7.64
irq,1939,7.68
irq,1940,7.72
irq,1941,7.76
irq,1942,7.8
irq,1943,7.84
irq,1944,7.88
irq,1945,7.91
irq,1946,7.95
irq,1947,7.99
irq,1948,8.03
irq,1949,8.07
irq,1950,8.11
irq,1951,7.88
irq,1952,7.44
irq,1953,7.07
irq,1954,6.76
irq,1955,6.52
irq,1956,6.34
irq,1957,6.23
irq,1958,6.18
irq,1959,6.19
irq,1960,6.25
irq,1961,6.36
irq,1962,6.51
irq,1963,6.69
irq,1964,6.87
irq,1965,7.04
irq,1966,7.19
irq,1967,7.3
irq,1968,7.36
irq,1969,7.38
irq,1970,7.36
irq,1971,7.31
irq,1972,7.23
irq,1973,7.15
irq,1974,7.07
irq,1975,6.99
irq,1976,6.92
irq,1977,6.83
irq,1978,6.75
irq,1979,6.66
irq,1980,6.57
irq,1981,6.49
irq,1982,6.41
irq,1983,6.34
irq,1984,6.28
irq,1985,6.22
irq,1986,6.16
irq,1987,6.11
irq,1988,6.04
irq,1989,5.97
irq,1990,5.88
irq,1991,5.79
irq,1992,5.7
irq,1993,5.61
irq,1994,5.51
irq,1995,5.42
irq,1996,5.32
irq,1997,5.23
irq,1998,5.14
irq,1999,5.05
irq,2000,4.97
irq,2001,4.88
irq,2002,4.8
irq,2003,4.71
irq,2004,4.63
irq,2005,4.56
irq,2006,4.48
irq,2007,4.41
irq,2008,4.34
irq,2009,4.28
irq,2010,4.21
irq,2011,4.15
irq,2012,4.09
irq,2013,4.03
irq,2014,3.97
irq,2015,3.91
irl,1800,4.2
irl,1801,4.2
irl,1802,4.2
irl,1803,4.2
irl,1804,4.2
irl,1805,4.2
irl,1806,4.2
irl,1807,4.2
irl,1808,4.2
irl,1809,4.2
irl,1810,4.2
irl,1811,4.2
irl,1812,4.2
irl,1813,4.2
irl,1814,4.2
irl,1815,4.2
irl,1816,4.2
irl,1817,4.2
irl,1818,4.2
irl,1819,4.2
irl,1820,4.2
irl,1821,4.2
irl,1822,4.2
irl,1823,4.2
irl,1824,4.2
irl,1825,4.2
irl,1826,4.2
irl,1827,4.2
irl,1828,4.2
irl,1829,4.2
irl,1830,4.2
irl,1831,4.2
irl,1832,4.2
irl,1833,4.2
irl,1834,4.2
irl,1835,4.2
irl,1836,4.2
irl,1837,4.2
irl,1838,4.2
irl,1839,4.2
irl,1840,4.2
irl,1841,4.2
irl,1842,4.2
irl,1843,4.2
irl,1844,4.2
irl,1845,4.2
irl,1846,4.2
irl,1847,4.2
irl,1848,4.2
irl,1849,4.2
irl,1850,4.2
irl,1851,4.13
irl,1852,4.06
irl,1853,3.99
irl,1854,3.93
irl,1855,3.86
irl,1856,3.79
irl,1857,3.72
irl,1858,3.65
irl,1859,3.58
irl,1860,3.51
irl,1861,3.45
irl,1862,3.38
irl,1863,3.31
irl,1864,3.24
irl,1865,3.47
irl,1866,3.54
irl,1867,3.53
irl,1868,3.58
irl,1869,3.58
irl,1870,3.71
irl,1871,3.67
irl,1872,3.72
irl,1873,3.63
irl,1874,3.57
irl,1875,3.51
irl,1876,3.57
irl,1877,3.54
irl,1878,3.4
irl,1879,3.44
irl,1880,3.31
irl,1881,3.33
irl,1882,3.22
irl,1883,3.15
irl,1884,3.2
irl,1885,3.15
irl,1886,3.11
irl,1887,3.1
irl,1888,3.06
irl,1889,3.04
irl,1890,2.99
irl,1891,3.05
irl,1892,3.01
irl,1893,3.09
irl,1894,3.08
irl,1895,3.12
irl,1896,3.17
irl,1897,3.16
irl,1898,3.13
irl,1899,3.09
irl,1900,3.04
irl,1901,2.92
irl,1902,3.08
irl,1903,3.09
irl,1904,3.16
irl,1905,3.13
irl,1906,3.15
irl,1907,3.11
irl,1908,3.12
irl,1909,3.14
irl,1910,3.12
irl,1911,3.07
irl,1912,3.1
irl,1913,3.09
irl,1914,3.05
irl,1915,2.99
irl,1916,2.87
irl,1917,2.71
irl,1918,2.73
irl,1919,2.75
irl,1920,3.2
irl,1921,2.79
irl,1922,2.61
irl,1923,2.74
irl,1924,2.83
irl,1925,2.79
irl,1926,2.76
irl,1927,2.72
irl,1928,2.69
irl,1929,2.66
irl,1930,2.67
irl,1931,2.61
irl,1932,2.56
irl,1933,2.6
irl,1934,2.61
irl,1935,2.63
irl,1936,2.92
irl,1937,2.57
irl,1938,2.6
irl,1939,2.56
irl,1940,2.56
irl,1941,2.9
irl,1942,2.99
irl,1943,2.93
irl,1944,2.98
irl,1945,3.04
irl,1946,3.33
irl,1947,3.46
irl,1948,3.58
irl,1949,3.53
irl,1950,3.48
irl,1951,3.45
irl,1952,3.41
irl,1953,3.39
irl,1954,3.4
irl,1955,3.44
irl,1956,3.5
irl,1957,3.57
irl,1958,3.67
irl,1959,3.76
irl,1960,3.86
irl,1961,3.93
irl,1962,3.98
irl,1963,4
irl,1964,3.99
irl,1965,3.95
irl,1966,3.9
irl,1967,3.86
irl,1968,3.83
irl,1969,3.82
irl,1970,3.81
irl,1971,3.81
irl,1972,3.79
irl,1973,3.74
irl,1974,3.67
irl,1975,3.57
irl,1976,3.46
irl,1977,3.34
irl,1978,3.22
irl,1979,3.11
irl,1980,3
irl,1981,2.9
irl,1982,2.79
irl,1983,2.68
irl,1984,2.56
irl,1985,2.45
irl,1986,2.34
irl,1987,2.23
irl,1988,2.14
irl,1989,2.06
irl,1990,2
irl,1991,1.95
irl,1992,1.92
irl,1993,1.9
irl,1994,1.9
irl,1995,1.9
irl,1996,1.91
irl,1997,1.92
irl,1998,1.93
irl,1999,1.94
irl,2000,1.95
irl,2001,1.96
irl,2002,1.97
irl,2003,1.97
irl,2004,1.98
irl,2005,1.99
irl,2006,1.99
irl,2007,2
irl,2008,2
irl,2009,2
irl,2010,2
irl,2011,2
irl,2012,2
irl,2013,2
irl,2014,2
irl,2015,1.99
isr,1800,6
isr,1801,5.99
isr,1802,5.97
isr,1803,5.96
isr,1804,5.95
isr,1805,5.94
isr,1806,5.92
isr,1807,5.91
isr,1808,5.9
isr,1809,5.88
isr,1810,5.87
isr,1811,5.86
isr,1812,5.84
isr,1813,5.83
isr,1814,5.82
isr,1815,5.81
isr,1816,5.79
isr,1817,5.78
isr,1818,5.77
isr,1819,5.75
isr,1820,5.74
isr,1821,5.73
isr,1822,5.72
isr,1823,5.7
isr,1824,5.69
isr,1825,5.68
isr,1826,5.66
isr,1827,5.65
isr,1828,5.64
isr,1829,5.62
isr,1830,5.61
isr,1831,5.6
isr,1832,5.59
isr,1833,5.57
isr,1834,5.56
isr,1835,5.55
isr,1836,5.53
isr,1837,5.52
isr,1838,5.51
isr,1839,5.5
isr,1840,5.48
isr,1841,5.47
isr,1842,5.46
isr,1843,5.44
isr,1844,5.43
isr,1845,5.42
isr,1846,5.4
isr,1847,5.39
isr,1848,5.38
isr,1849,5.37
isr,1850,5.35
isr,1851,5.34
isr,1852,5.33
isr,1853,5.31
isr,1854,5.3
isr,1855,5.29
isr,1856,5.28
isr,1857,5.26
isr,1858,5.25
isr,1859,5.24
isr,1860,5.22
isr,1861,5.21
isr,1862,5.2
isr,1863,5.18
isr,1864,5.17
isr,1865,5.16
isr,1866,5.15
isr,1867,5.13
isr,1868,5.12
isr,1869,5.11
isr,1870,5.09
isr,1871,5.08
isr,1872,5.07
isr,1873,5.05
isr,1874,5.04
isr,1875,5.03
isr,1876,5.02
isr,1877,5
isr,1878,4.99
isr,1879,4.98
isr,1880,4.96
isr,1881,4.95
isr,1882,4.94
isr,1883,4.93
isr,1884,4.91
isr,1885,4.9
isr,1886,4.89
isr,1887,4.87
isr,1888,4.86
isr,1889,4.85
isr,1890,4.83
isr,1891,4.82
isr,1892,4.81
isr,1893,4.8
isr,1894,4.78
isr,1895,4.77
isr,1896,4.76
isr,1897,4.74
isr,1898,4.73
isr,1899,4.72
isr,1900,4.71
isr,1901,4.69
isr,1902,4.68
isr,1903,4.67
isr,1904,4.65
isr,1905,4.64
isr,1906,4.63
isr,1907,4.61
isr,1908,4.6
isr,1909,4.59
isr,1910,4.58
isr,1911,4.56
isr,1912,4.55
isr,1913,4.54
isr,1914,4.52
isr,1915,4.51
isr,1916,4.5
isr,1917,4.49
isr,1918,4.47
isr,1919,4.46
isr,1920,4.45
isr,1921,4.43
isr,1922,4.42
isr,1923,4.41
isr,1924,4.39
isr,1925,4.38
isr,1926,4.39
isr,1927,4.4
isr,1928,4.41
isr,1929,4.41
isr,1930,4.42
isr,1931,4.36
isr,1932,4.3
isr,1933,4.25
isr,1934,4.19
isr,1935,4.13
isr,1936,3.93
isr,1937,3.74
isr,1938,3.54
isr,1939,3.34
isr,1940,3.15
isr,1941,3.32
isr,1942,3.49
isr,1943,3.66
isr,1944,3.84
isr,1945,4.01
isr,1946,4.11
isr,1947,4.21
isr,1948,4.32
isr,1949,4.42
isr,1950,4.52
isr,1951,4.45
isr,1952,4.32
isr,1953,4.21
isr,1954,4.11
isr,1955,4.03
isr,1956,3.96
isr,1957,3.92
isr,1958,3.88
isr,1959,3.86
isr,1960,3.84
isr,1961,3.84
isr,1962,3.83
isr,1963,3.82
isr,1964,3.82
isr,1965,3.81
isr,1966,3.8
isr,1967,3.8
isr,1968,3.81
isr,1969,3.81
isr,1970,3.82
isr,1971,3.81
isr,1972,3.8
isr,1973,3.77
isr,1974,3.72
isr,1975,3.66
isr,1976,3.59
isr,1977,3.51
isr,1978,3.43
isr,1979,3.35
isr,1980,3.28
isr,1981,3.22
isr,1982,3.17
isr,1983,3.13
isr,1984,3.11
isr,1985,3.09
isr,1986,3.07
isr,1987,3.06
isr,1988,3.04
isr,1989,3.02
isr,1990,3
isr,1991,2.97
isr,1992,2.95
isr,1993,2.94
isr,1994,2.93
isr,1995,2.92
isr,1996,2.92
isr,1997,2.93
isr,1998,2.93
isr,1999,2.92
isr,2000,2.92
isr,2001,2.92
isr,2002,2.91
isr,2003,2.91
isr,2004,2.91
isr,2005,2.91
isr,2006,2.91
isr,2007,2.91
isr,2008,2.92
isr,2009,2.92
isr,2010,2.92
isr,2011,2.92
isr,2012,2.91
isr,2013,2.9
isr,2014,2.88
isr,2015,2.86
ita,1800,5.47
ita,1801,5.47
ita,1802,5.47
ita,1803,5.47
ita,1804,5.47
ita,1805,5.47
ita,1806,5.47
ita,1807,5.47
ita,1808,5.47
ita,1809,5.47
ita,1810,5.47
ita,1811,5.47
ita,1812,5.47
ita,1813,5.47
ita,1814,5.47
ita,1815,5.47
ita,1816,5.47
ita,1817,5.47
ita,1818,5.47
ita,1819,5.47
ita,1820,5.47
ita,1821,5.47
ita,1822,5.47
ita,1823,5.47
ita,1824,5.47
ita,1825,5.47
ita,1826,5.47
ita,1827,5.47
ita,1828,5.47
ita,1829,5.47
ita,1830,5.47
ita,1831,5.47
ita,1832,5.47
ita,1833,5.47
ita,1834,5.47
ita,1835,5.47
ita,1836,5.47
ita,1837,5.47
ita,1838,5.47
ita,1839,5.47
ita,1840,5.47
ita,1841,5.47
ita,1842,5.47
ita,1843,5.47
ita,1844,5.47
ita,1845,5.47
ita,1846,5.47
ita,1847,5.47
ita,1848,5.47
ita,1849,5.47
ita,1850,5.47
ita,1851,5.42
ita,1852,5.38
ita,1853,5.33
ita,1854,5.29
ita,1855,5.24
ita,1856,5.19
ita,1857,5.15
ita,1858,5.1
ita,1859,5.06
ita,1860,5.01
ita,1861,4.96
ita,1862,4.93
ita,1863,4.9
ita,1864,4.9
ita,1865,4.91
ita,1866,4.91
ita,1867,4.92
ita,1868,4.92
ita,1869,4.91
ita,1870,4.9
ita,1871,4.9
ita,1872,4.89
ita,1873,4.88
ita,1874,4.89
ita,1875,4.9
ita,1876,4.9
ita,1877,4.91
ita,1878,4.92
ita,1879,4.95
ita,1880,4.98
ita,1881,5
ita,1882,5.03
ita,1883,5.06
ita,1884,5.05
ita,1885,5.04
ita,1886,5.04
ita,1887,5.03
ita,1888,5.02
ita,1889,4.98
ita,1890,4.95
ita,1891,4.91
ita,1892,4.88
ita,1893,4.84
ita,1894,4.79
ita,1895,4.74
ita,1896,4.69
ita,1897,4.64
ita,1898,4.59
ita,1899,4.56
ita,1900,4.53
ita,1901,4.49
ita,1902,4.46
ita,1903,4.43
ita,1904,4.44
ita,1905,4.45
ita,1906,4.45
ita,1907,4.46
ita,1908,4.47
ita,1909,4.43
ita,1910,4.39
ita,1911,4.36
ita,1912,4.32
ita,1913,4.28
ita,1914,4.04
ita,1915,3.8
ita,1916,3.56
ita,1917,3.32
ita,1918,3.08
ita,1919,3.24
ita,1920,3.41
ita,1921,3.57
ita,1922,3.74
ita,1923,3.9
ita,1924,3.81
ita,1925,3.72
ita,1926,3.64
ita,1927,3.55
ita,1928,3.46
ita,1929,3.42
ita,1930,3.38
ita,1931,3.21
ita,1932,3.06
ita,1933,3.04
ita,1934,3
ita,1935,2.98
ita,1936,2.87
ita,1937,2.93
ita,1938,3.05
ita,1939,3.07
ita,1940,3.07
ita,1941,2.74
ita,1942,2.69
ita,1943,2.61
ita,1944,2.39
ita,1945,2.37
ita,1946,3.01
ita,1947,2.89
ita,1948,2.83
ita,1949,2.62
ita,1950,2.45
ita,1951,2.42
ita,1952,2.37
ita,1953,2.33
ita,1954,2.3
ita,1955,2.28
ita,1956,2.28
ita,1957,2.29
ita,1958,2.31
ita,1959,2.34
ita,1960,2.37
ita,1961,2.41
ita,1962,2.44
ita,1963,2.47
ita,1964,2.5
ita,1965,2.52
ita,1966,2.52
ita,1967,2.52
ita,1968,2.52
ita,1969,2.5
ita,1970,2.47
ita,1971,2.43
ita,1972,2.38
ita,1973,2.32
ita,1974,2.24
ita,1975,2.17
ita,1976,2.08
ita,1977,1.99
ita,1978,1.9
ita,1979,1.81
ita,1980,1.72
ita,1981,1.64
ita,1982,1.57
ita,1983,1.51
ita,1984,1.46
ita,1985,1.41
ita,1986,1.38
ita,1987,1.35
ita,1988,1.33
ita,1989,1.31
ita,1990,1.3
ita,1991,1.29
ita,1992,1.28
ita,1993,1.26
ita,1994,1.25
ita,1995,1.24
ita,1996,1.23
ita,1997,1.22
ita,1998,1.22
ita,1999,1.21
ita,2000,1.22
ita,2001,1.23
ita,2002,1.25
ita,2003,1.27
ita,2004,1.29
ita,2005,1.32
ita,2006,1.34
ita,2007,1.37
ita,2008,1.39
ita,2009,1.42
ita,2010,1.44
ita,2011,1.45
ita,2012,1.47
ita,2013,1.49
ita,2014,1.5
ita,2015,1.52
jam,1800,5.13
jam,1801,5.13
jam,1802,5.13
jam,1803,5.13
jam,1804,5.13
jam,1805,5.13
jam,1806,5.13
jam,1807,5.13
jam,1808,5.13
jam,1809,5.13
jam,1810,5.13
jam,1811,5.13
jam,1812,5.13
jam,1813,5.13
jam,1814,5.13
jam,1815,5.13
jam,1816,5.13
jam,1817,5.13
jam,1818,5.13
jam,1819,5.13
jam,1820,5.13
jam,1821,5.13
jam,1822,5.13
jam,1823,5.13
jam,1824,5.13
jam,1825,5.13
jam,1826,5.13
jam,1827,5.13
jam,1828,5.13
jam,1829,5.13
jam,1830,5.13
jam,1831,5.13
jam,1832,5.13
jam,1833,5.13
jam,1834,5.13
jam,1835,5.13
jam,1836,5.13
jam,1837,5.13
jam,1838,5.13
jam,1839,5.13
jam,1840,5.13
jam,1841,5.13
jam,1842,5.13
jam,1843,5.13
jam,1844,5.13
jam,1845,5.13
jam,1846,5.13
jam,1847,5.13
jam,1848,5.13
jam,1849,5.13
jam,1850,5.13
jam,1851,5.13
jam,1852,5.13
jam,1853,5.13
jam,1854,5.13
jam,1855,5.13
jam,1856,5.13
jam,1857,5.13
jam,1858,5.13
jam,1859,5.13
jam,1860,5.13
jam,1861,5.13
jam,1862,5.13
jam,1863,5.13
jam,1864,5.13
jam,1865,5.13
jam,1866,5.13
jam,1867,5.13
jam,1868,5.13
jam,1869,5.13
jam,1870,5.13
jam,1871,5.06
jam,1872,4.99
jam,1873,4.92
jam,1874,4.85
jam,1875,4.78
jam,1876,4.71
jam,1877,4.64
jam,1878,4.57
jam,1879,4.5
jam,1880,5.13
jam,1881,5.13
jam,1882,5.12
jam,1883,5.12
jam,1884,5.11
jam,1885,5.11
jam,1886,5.12
jam,1887,5.13
jam,1888,5.15
jam,1889,5.16
jam,1890,5.17
jam,1891,5.18
jam,1892,5.18
jam,1893,5.19
jam,1894,5.19
jam,1895,5.2
jam,1896,5.12
jam,1897,5.03
jam,1898,4.95
jam,1899,4.87
jam,1900,4.78
jam,1901,4.88
jam,1902,4.98
jam,1903,5.08
jam,1904,5.18
jam,1905,5.28
jam,1906,5.26
jam,1907,5.23
jam,1908,5.21
jam,1909,5.18
jam,1910,5.16
jam,1911,5.08
jam,1912,5
jam,1913,4.92
jam,1914,4.84
jam,1915,4.76
jam,1916,4.93
jam,1917,5.11
jam,1918,5.29
jam,1919,5.46
jam,1920,5.64
jam,1921,5.45
jam,1922,5.26
jam,1923,5.06
jam,1924,4.87
jam,1925,4.68
jam,1926,4.75
jam,1927,4.82
jam,1928,4.89
jam,1929,4.96
jam,1930,5.03
jam,1931,4.93
jam,1932,4.84
jam,1933,4.75
jam,1934,4.66
jam,1935,4.57
jam,1936,4.48
jam,1937,4.39
jam,1938,4.3
jam,1939,4.22
jam,1940,4.13
jam,1941,4.11
jam,1942,4.08
jam,1943,4.06
jam,1944,4.04
jam,1945,4.02
jam,1946,3.98
jam,1947,3.93
jam,1948,3.89
jam,1949,3.85
jam,1950,3.8
jam,1951,3.91
jam,1952,4.13
jam,1953,4.33
jam,1954,4.52
jam,1955,4.7
jam,1956,4.87
jam,1957,5.02
jam,1958,5.17
jam,1959,5.3
jam,1960,5.42
jam,1961,5.53
jam,1962,5.63
jam,1963,5.71
jam,1964,5.78
jam,1965,5.82
jam,1966,5.82
jam,1967,5.79
jam,1968,5.72
jam,1969,5.62
jam,1970,5.48
jam,1971,5.31
jam,1972,5.11
jam,1973,4.9
jam,1974,4.69
jam,1975,4.48
jam,1976,4.29
jam,1977,4.12
jam,1978,3.97
jam,1979,3.84
jam,1980,3.73
jam,1981,3.64
jam,1982,3.56
jam,1983,3.48
jam,1984,3.39
jam,1985,3.31
jam,1986,3.22
jam,1987,3.14
jam,1988,3.07
jam,1989,3.01
jam,1990,2.95
jam,1991,2.9
jam,1992,2.86
jam,1993,2.82
jam,1994,2.78
jam,1995,2.74
jam,1996,2.71
jam,1997,2.68
jam,1998,2.66
jam,1999,2.63
jam,2000,2.6
jam,2001,2.58
jam,2002,2.55
jam,2003,2.53
jam,2004,2.5
jam,2005,2.47
jam,2006,2.44
jam,2007,2.41
jam,2008,2.39
jam,2009,2.36
jam,2010,2.33
jam,2011,2.31
jam,2012,2.28
jam,2013,2.26
jam,2014,2.24
jam,2015,2.21
jpn,1800,4.08
jpn,1801,4.11
jpn,1802,4.14
jpn,1803,4.17
jpn,1804,4.2
jpn,1805,4.23
jpn,1806,4.25
jpn,1807,4.28
jpn,1808,4.31
jpn,1809,4.34
jpn,1810,4.37
jpn,1811,4.4
jpn,1812,4.43
jpn,1813,4.43
jpn,1814,4.44
jpn,1815,4.44
jpn,1816,4.45
jpn,1817,4.45
jpn,1818,4.45
jpn,1819,4.46
jpn,1820,4.46
jpn,1821,4.47
jpn,1822,4.47
jpn,1823,4.48
jpn,1824,4.48
jpn,1825,4.48
jpn,1826,4.49
jpn,1827,4.49
jpn,1828,4.5
jpn,1829,4.5
jpn,1830,4.51
jpn,1831,4.51
jpn,1832,4.51
jpn,1833,4.52
jpn,1834,4.52
jpn,1835,4.53
jpn,1836,4.53
jpn,1837,4.54
jpn,1838,4.54
jpn,1839,4.55
jpn,1840,4.56
jpn,1841,4.58
jpn,1842,4.59
jpn,1843,4.6
jpn,1844,4.61
jpn,1845,4.62
jpn,1846,4.64
jpn,1847,4.65
jpn,1848,4.66
jpn,1849,4.67
jpn,1850,4.68
jpn,1851,4.7
jpn,1852,4.71
jpn,1853,4.72
jpn,1854,4.73
jpn,1855,4.74
jpn,1856,4.76
jpn,1857,4.77
jpn,1858,4.78
jpn,1859,4.79
jpn,1860,4.8
jpn,1861,4.82
jpn,1862,4.83
jpn,1863,4.84
jpn,1864,4.7
jpn,1865,4.55
jpn,1866,4.41
jpn,1867,4.27
jpn,1868,4.13
jpn,1869,3.98
jpn,1870,3.84
jpn,1871,3.7
jpn,1872,3.56
jpn,1873,3.41
jpn,1874,3.52
jpn,1875,3.74
jpn,1876,3.75
jpn,1877,3.67
jpn,1878,3.58
jpn,1879,3.55
jpn,1880,3.59
jpn,1881,3.77
jpn,1882,3.67
jpn,1883,3.96
jpn,1884,3.8
jpn,1885,3.98
jpn,1886,4.04
jpn,1887,4.04
jpn,1888,4.43
jpn,1889,4.54
jpn,1890,4.18
jpn,1891,3.99
jpn,1892,4.4
jpn,1893,4.26
jpn,1894,4.35
jpn,1895,4.36
jpn,1896,4.51
jpn,1897,4.66
jpn,1898,4.72
jpn,1899,4.73
jpn,1900,4.69
jpn,1901,5.01
jpn,1902,4.97
jpn,1903,4.83
jpn,1904,4.61
jpn,1905,4.52
jpn,1906,4.38
jpn,1907,5.03
jpn,1908,5.13
jpn,1909,5.16
jpn,1910,5.01
jpn,1911,5.19
jpn,1912,5.08
jpn,1913,5.07
jpn,1914,5.14
jpn,1915,4.91
jpn,1916,4.98
jpn,1917,4.95
jpn,1918,4.83
jpn,1919,4.77
jpn,1920,5.35
jpn,1921,5.22
jpn,1922,5.12
jpn,1923,5.26
jpn,1924,5.07
jpn,1925,5.22
jpn,1926,5.19
jpn,1927,5
jpn,1928,5.09
jpn,1929,4.87
jpn,1930,4.82
jpn,1931,4.76
jpn,1932,4.86
jpn,1933,4.63
jpn,1934,4.39
jpn,1935,4.59
jpn,1936,4.34
jpn,1937,4.45
jpn,1938,3.88
jpn,1939,3.8
jpn,1940,4.14
jpn,1941,4.36
jpn,1942,4.18
jpn,1943,4.11
jpn,1944,3.95
jpn,1945,3.11
jpn,1946,3.37
jpn,1947,4.51
jpn,1948,4.38
jpn,1949,4.3
jpn,1950,3.51
jpn,1951,3.37
jpn,1952,3.1
jpn,1953,2.86
jpn,1954,2.65
jpn,1955,2.47
jpn,1956,2.32
jpn,1957,2.2
jpn,1958,2.11
jpn,1959,2.04
jpn,1960,2
jpn,1961,1.98
jpn,1962,1.97
jpn,1963,1.97
jpn,1964,1.97
jpn,1965,1.98
jpn,1966,2
jpn,1967,2.02
jpn,1968,2.05
jpn,1969,2.08
jpn,1970,2.1
jpn,1971,2.11
jpn,1972,2.11
jpn,1973,2.09
jpn,1974,2.05
jpn,1975,2
jpn,1976,1.94
jpn,1977,1.89
jpn,1978,1.84
jpn,1979,1.8
jpn,1980,1.78
jpn,1981,1.76
jpn,1982,1.75
jpn,1983,1.74
jpn,1984,1.73
jpn,1985,1.72
jpn,1986,1.7
jpn,1987,1.67
jpn,1988,1.64
jpn,1989,1.61
jpn,1990,1.57
jpn,1991,1.54
jpn,1992,1.5
jpn,1993,1.47
jpn,1994,1.44
jpn,1995,1.41
jpn,1996,1.39
jpn,1997,1.37
jpn,1998,1.35
jpn,1999,1.34
jpn,2000,1.32
jpn,2001,1.31
jpn,2002,1.3
jpn,2003,1.3
jpn,2004,1.3
jpn,2005,1.31
jpn,2006,1.32
jpn,2007,1.33
jpn,2008,1.34
jpn,2009,1.36
jpn,2010,1.37
jpn,2011,1.39
jpn,2012,1.41
jpn,2013,1.42
jpn,2014,1.43
jpn,2015,1.45
jor,1800,6.97
jor,1801,6.97
jor,1802,6.97
jor,1803,6.97
jor,1804,6.97
jor,1805,6.97
jor,1806,6.97
jor,1807,6.97
jor,1808,6.97
jor,1809,6.97
jor,1810,6.97
jor,1811,6.97
jor,1812,6.97
jor,1813,6.97
jor,1814,6.97
jor,1815,6.97
jor,1816,6.97
jor,1817,6.97
jor,1818,6.97
jor,1819,6.97
jor,1820,6.97
jor,1821,6.97
jor,1822,6.97
jor,1823,6.97
jor,1824,6.97
jor,1825,6.97
jor,1826,6.97
jor,1827,6.97
jor,1828,6.97
jor,1829,6.97
jor,1830,6.97
jor,1831,6.97
jor,1832,6.97
jor,1833,6.97
jor,1834,6.97
jor,1835,6.97
jor,1836,6.97
jor,1837,6.97
jor,1838,6.97
jor,1839,6.97
jor,1840,6.97
jor,1841,6.97
jor,1842,6.97
jor,1843,6.97
jor,1844,6.97
jor,1845,6.97
jor,1846,6.97
jor,1847,6.97
jor,1848,6.97
jor,1849,6.97
jor,1850,6.97
jor,1851,6.97
jor,1852,6.97
jor,1853,6.97
jor,1854,6.97
jor,1855,6.97
jor,1856,6.97
jor,1857,6.97
jor,1858,6.97
jor,1859,6.97
jor,1860,6.97
jor,1861,6.97
jor,1862,6.97
jor,1863,6.97
jor,1864,6.97
jor,1865,6.97
jor,1866,6.97
jor,1867,6.97
jor,1868,6.97
jor,1869,6.97
jor,1870,6.97
jor,1871,6.97
jor,1872,6.97
jor,1873,6.97
jor,1874,6.97
jor,1875,6.97
jor,1876,6.97
jor,1877,6.97
jor,1878,6.97
jor,1879,6.97
jor,1880,6.97
jor,1881,6.97
jor,1882,6.97
jor,1883,6.97
jor,1884,6.97
jor,1885,6.97
jor,1886,6.97
jor,1887,6.97
jor,1888,6.97
jor,1889,6.97
jor,1890,6.97
jor,1891,6.97
jor,1892,6.97
jor,1893,6.97
jor,1894,6.97
jor,1895,6.97
jor,1896,6.97
jor,1897,6.97
jor,1898,6.97
jor,1899,6.97
jor,1900,6.97
jor,1901,6.97
jor,1902,6.97
jor,1903,6.97
jor,1904,6.97
jor,1905,6.97
jor,1906,6.97
jor,1907,6.97
jor,1908,6.97
jor,1909,6.97
jor,1910,6.97
jor,1911,6.97
jor,1912,6.97
jor,1913,6.97
jor,1914,6.97
jor,1915,6.97
jor,1916,6.97
jor,1917,6.97
jor,1918,6.97
jor,1919,6.97
jor,1920,6.97
jor,1921,6.97
jor,1922,6.97
jor,1923,6.97
jor,1924,6.97
jor,1925,6.97
jor,1926,6.99
jor,1927,7.02
jor,1928,7.04
jor,1929,7.06
jor,1930,7.09
jor,1931,7.11
jor,1932,7.14
jor,1933,7.16
jor,1934,7.18
jor,1935,7.21
jor,1936,7.23
jor,1937,7.25
jor,1938,7.28
jor,1939,7.3
jor,1940,7.33
jor,1941,7.35
jor,1942,7.37
jor,1943,7.4
jor,1944,7.42
