Institution ID,Number of Pell grant recipients,Number of undergraduates
221892,620,1467
221908,3332,6433
221953,1163,1980
221971,795,2829
221980,14,124
221999,971,6796
222026,64,123
222053,3170,8177
222062,2811,6586
222099,326,400
222105,62,193
222178,851,3626
222567,809,5237
222576,5325,11530
222628,0,269
222673,133,155
222707,44,69
222822,2359,5442
222831,2572,6032
222877,149,233
222886,170,269
222938,1435,2459
222983,353,1242
222992,11291,43315
223056,65,113
223083,218,405
223117,36,55
223214,36,206
223232,2842,12918
223320,1328,3745
223427,4563,17839
223463,726,988
223472,109,195
223506,717,4061
223524,3408,12790
223658,194,229
223667,20,27
223773,2717,6403
223816,7418,22443
223852,47,71
223898,1327,3869
223922,523,1054
224004,602,1534
224013,32,68
224110,2781,10258
224147,3651,8740
224156,175,469
224183,114,400
224226,1066,3513
224244,153,326
224271,127,156
224323,292,1356
224350,4142,11030
224439,895,1212
224527,571,1241
224545,709,1536
224554,3405,6881
224572,5245,14178
224615,4433,11296
224642,14950,32127
224660,516,735
224679,852,1078
224758,61,105
224776,944,1603
224828,147,180
224891,399,1197
224907,148,164
224961,853,2197
225070,2156,4901
225201,756,1344
225247,622,1841
225308,2655,5215
225371,1748,4377
225399,999,2052
225414,1898,4541
225423,38732,58476
225432,6503,13709
225502,1164,2664
225511,12707,32760
225520,1526,4494
225548,464,1091
225575,621,884
225627,2682,6404
225779,239,257
225788,253,353
225849,404,619
225858,431,594
225876,190,560
225885,543,603
225991,105,160
226019,1903,6246
226091,4466,9802
226107,1049,2648
226116,927,2708
226125,233,283
226134,5332,9372
226152,3660,6384
226204,2173,6049
226231,1001,2450
226277,1062,1477
226374,68,83
226383,644,1640
226408,1029,4010
226471,1199,2926
226578,4478,9302
226587,624,1365
226675,112,309
226772,88,105
226806,1109,5530
226833,1958,5238
226860,41,83
226879,160,227
226903,365,543
226930,3416,9068
227003,764,1041
227058,116,158
227146,4583,10098
227155,57,87
227182,22991,64872
227191,3139,11397
227216,11151,30593
227225,1700,3312
227243,399,763
227298,436,671
227304,1356,5039
227313,271,348
227322,299,419
227331,869,1519
227368,10542,16570
227377,7214,12547
227386,384,2584
227401,2611,5520
227429,151,192
227526,4417,6753
227687,710,1929
227748,138,262
227757,663,3848
227766,5577,19552
227836,482,1086
227845,1458,4238
227854,3304,10313
227863,528,1573
227881,6772,15611
227924,7346,23134
227979,8481,28721
228042,449,1068
228088,65,76
228149,1265,2459
228158,3132,9731
228185,56,77
228200,509,606
228219,542,798
228246,1084,6249
228282,358,372
228291,16,28
228316,2750,5920
228325,902,1695
228343,361,1394
228431,5061,11298
228459,10172,29458
228468,359,784
228486,148,206
228501,1165,1924
228529,4310,10477
228547,18492,50439
228608,4230,5303
228635,2,33
228644,247,893
228653,175,676
228680,2490,4277
228699,1760,4110
228705,4857,8949
228723,9084,42011
228769,10403,25761
228778,10719,39955
228787,4258,12029
228796,11150,19217
228802,2032,5239
228875,1224,8456
228884,845,845
228981,522,1308
229018,706,3335
229027,11377,25979
229036,433,752
229063,4719,7021
229115,7653,26481
229151,81,132
229160,870,1794
229179,4320,8776
229267,354,2286
229300,199,563
229319,3177,5509
229328,496,810
229337,307,1305
229355,4640,11374
229416,1472,2921
229425,183,316
229504,1369,3118
229522,105,177
229540,1603,4484
229656,147,260
229780,1625,5041
229799,1868,5577
229814,2524,6543
229832,288,2469
229841,2030,7407
229887,1198,1389
229957,152,220
230010,83,1716
230038,11112,31060
230047,945,3166
230056,233,335
230065,132,413
230135,60,84
230144,75,84
230162,460,7215
230171,4242,8840
230199,39,85
230205,23,55
230214,157,433
230366,217,262
230384,427,575
230418,765,2191
230472,277,374
230490,761,4065
230597,1411,4599
230603,2933,7633
230621,400,460
230630,379,475
230676,46,1854
230728,9148,25445
230737,12961,31405
230746,10651,29997
230764,8010,24840
230782,7864,25868
230807,699,2526
230816,148,688
230825,106,198
230834,713,2051
230852,695,2793
230861,2680,5815
230889,183,244
230898,239,637
230913,779,1570
230931,618,1401
230940,81,237
230959,273,2474
230977,212,665
230995,597,2272
231004,62,98
231059,340,1971
231077,94,179
231086,287,555
231095,60,96
231165,631,1640
231174,2184,11211
231280,81,145
231411,422,787
231420,433,892
231536,1812,4694
231554,168,831
231581,470,1759
231624,725,6171
231651,1184,2316
231688,25,66
231697,1363,4906
231712,840,5046
231721,59,91
231785,603,753
231828,741,932
231837,351,862
231873,486,1463
231882,2083,4420
232016,451,1484
232025,361,910
232043,343,1124
232052,509,990
232089,859,1510
232186,5544,20653
232195,2021,7520
232256,215,1080
232265,1511,3862
232308,219,613
232414,5311,12846
232423,2432,18107
232450,2992,10145
232502,280,351
232557,22985,45781
232566,1021,4355
232575,2090,7288
232609,662,2211
232618,43,167
232672,575,1512
232681,696,4515
232706,591,2470
232724,27,54
232788,1446,3089
232797,1732,2097
232867,1592,5083
232885,74,365
232919,142,241
232937,3928,6367
232946,12410,51864
232982,6658,19612
233019,1606,3079
233037,661,1493
233082,56,127
233091,386,444
233116,1619,5693
233277,2450,8610
233286,88,106
233295,327,1295
233301,182,623
233310,962,3711
233329,326,407
233338,544,1532
233356,50,290
233374,670,3341
233408,195,377
233426,505,2060
233480,19,59
233541,449,2402
233611,385,728
233639,2264,6042
233648,1092,2766
233657,63,79
233666,32,51
233684,2375,6121
233718,167,723
233754,4673,10942
233772,12993,30134
233897,919,2420
233903,1144,2570
233912,251,496
233921,4139,23859
233949,2717,8440
234030,6778,23661
234076,1906,15822
234085,251,1664
234119,61,202
234137,450,467
234155,3804,5570
234164,921,1359
234173,525,1431
234191,135,137
234207,176,1838
234216,503,732
234225,63,113
234359,48,312
234377,1429,3717
234401,83,128
234492,749,1703
234650,100,223
234669,2079,13484
234687,19,60
234696,1094,2434
234711,934,1840
234739,191,332
234784,625,882
234827,3808,10737
234845,1031,3334
234915,324,1072
234924,93,219
234933,4983,12314
234951,1342,3666
234979,1938,6294
235024,305,788
235088,211,396
235097,4398,11360
235103,1700,9537
235149,1516,6980
235158,112,220
235167,1856,4193
235237,2218,6855
235307,111,288
235316,922,4906
235334,903,1966
235343,1763,7709
235352,62,136
235422,664,870
235431,2009,6837
235495,148,190
235501,467,720
235510,338,518
235529,245,317
235547,92,223
235583,213,373
235671,695,4158
235699,965,3782
235750,1575,3199
235769,77,176
235954,38,59
236018,119,146
236027,86,256
236072,930,6047
236133,569,1355
236188,2393,7533
236212,674,1122
236230,977,3166
236258,905,2542
236328,534,2578
236382,717,3312
236452,547,1496
236504,827,4998
236513,1842,7068
236531,218,344
236577,1019,3238
236595,968,4589
236610,1405,6013
236638,1313,4834
236656,1537,4955
236692,3635,6961
236708,2632,8527
236744,140,172
236753,2744,7400
236887,1596,5096
236896,535,1710
236939,7688,23135
236948,7411,29771
236975,1821,3668
236993,268,352
237011,3545,13902
237039,1458,4552
237057,160,1539
237066,539,2347
237109,2357,4302
237118,398,826
237127,19,19
237136,131,286
237145,25,37
237172,82,455
237181,371,812
237215,1151,1935
237242,81,126
237303,118,175
237312,388,1026
237321,104,158
237330,1237,2611
237358,378,818
237367,1975,4112
237385,769,1898
237419,3,3
237437,587,722
237473,71,159
237491,7,27
237525,4314,9885
237543,73,335
237552,54,121
237561,42,84
237570,67,103
237598,127,153
237604,383,464
237613,127,141
237640,213,424
237686,1057,3824
237701,953,1781
237729,92,169
237783,441,632
237792,1372,4170
237817,1071,2178
237844,145,152
237899,1194,2589
237905,6,44
237932,1088,2718
237950,432,1107
237969,482,1315
237978,93,93
237987,186,206
237996,153,226
238005,80,103
238014,1426,2505
238032,6078,22827
238078,288,1164
238096,30,44
238166,97,188
238175,99,238
238193,1179,1932
238263,5062,16097
238324,65,248
238333,244,1359
238397,1743,2967
238430,1225,2799
238458,914,3233
238476,820,2956
238573,85,160
238616,1518,4419
238661,680,2028
238722,3397,11052
238759,4429,8720
238786,50,198
238810,81,138
238892,407,553
238980,1031,2964
239008,977,2725
239017,340,1518
239071,386,880
239080,757,1797
239105,1401,8293
239132,108,149
239220,1421,2921
239248,9371,18118
239309,282,666
239318,683,2378
239372,1353,6074
239390,498,1054
239442,701,1306
239460,2134,4764
239488,3308,9317
239503,248,400
239512,247,590
239628,329,931
239716,469,2229
239743,147,494
239877,29,69
239910,721,3379
239929,1008,1070
240055,4834,13957
240107,799,2105
240116,2639,6086
240125,2191,10286
240170,2083,4798
240189,3186,10751
240198,1607,3597
240240,79,201
240268,2792,10520
240277,2180,6622
240329,2152,9522
240338,342,1030
240365,3421,12384
240374,1944,4564
240392,1755,2548
240417,2457,8307
240426,1066,2548
240444,4547,30301
240453,8481,23776
240462,2396,7830
240471,1949,6046
240480,3140,9318
240505,1127,4207
240514,480,2139
240596,326,1735
240620,1273,5007
240657,613,2047
240666,729,4236
240693,808,3692
240709,48,60
240718,1400,2773
240727,2475,10194
240736,914,1795
240745,1377,2176
240754,1805,3364
240790,915,1178
240879,708,825
240985,588,614
241100,956,1077
241128,893,1057
241146,446,456
241182,476,611
241191,1017,1241
241216,1176,1349
241225,1436,2010
241304,1395,1616
241331,82,162
241377,1333,1597
241386,698,779
241395,506,623
241410,4974,6171
241517,1185,1243
241614,130,172
241720,1239,1570
241739,9535,11293
241766,263,408
241836,955,1145
241906,411,494
241951,374,489
242042,738,974
242112,1376,1490
242121,719,763
242130,423,434
242149,427,445
242316,367,368
242413,702,717
242422,21012,23719
242556,790,861
242565,552,651
242583,576,690
242617,3716,4572
242626,3658,4327
242635,3857,4509
242644,1936,2101
242653,5186,7725
242662,4712,5575
242680,1875,2177
242699,1818,2152
242705,3887,4801
242750,156,201
242820,1165,1368
242884,5671,5857
242945,347,352
242954,95,99
242972,2814,3642
242981,1472,1657
243072,3311,4076
243106,2412,2974
243115,3024,3693
243133,3304,5062
243142,2684,3837
243151,2678,3641
243179,2712,3603
243188,1188,1476
243197,6952,11433
243203,370,476
243212,2492,3089
243221,7079,12008
243346,10715,12489
243407,17,45
243416,207,207
243443,3632,5498
243568,151,161
243577,2402,4031
243586,1172,1422
243601,12515,14333
243638,2455,2744
243647,589,680
243665,1243,2240
243744,1117,6999
243780,6438,31284
243799,28,46
243823,50,138
243832,848,1141
243841,654,682
244011,490,672
244154,170,249
244190,33,145
244233,700,745
244279,183,257
244437,11224,23619
244446,3019,4283
244491,83,169
244561,400,562
244613,166,268
245032,209,222
245069,68,71
245281,30,70
245290,88,135
245342,511,1332
245421,63,72
245430,138,165
245625,621,2144
245652,139,349
245731,30,31
245777,6,10
245838,93,332
245847,86,148
245883,130,229
245892,70,116
245953,1211,2101
245962,625,727
245980,29,45
245999,509,2408
246008,291,297
246017,141,413
246035,348,612
246071,61,115
246202,374,577
246266,371,1241
246354,2753,8568
246406,45,49
246415,69,117
246460,120,194
246594,92,120
246813,2859,4788
246895,407,1176
246974,612,805
247010,55,56
247047,118,208
247065,590,758
247153,120,158
247162,0,27
247409,253,443
247603,1067,3403
247649,110,473
247700,582,778
247773,38,66
247825,24,38
247834,6067,27424
247940,2212,4762
248165,47,51
248192,11,36
248305,170,206
248314,79,85
248527,52,52
248606,208,1193
248624,92,125
248633,39,62
248660,144,281
248703,192,281
248776,1022,1347
248846,88,181
248882,351,486
248925,742,1537
248934,4068,9797
249061,170,172
249140,283,414
249238,224,487
249566,242,375
249609,149,238
250027,150,185
250072,81,157
250285,183,341
250407,450,818
250498,134,163
250601,555,873
250744,349,428
250832,60,125
250902,70,122
250993,93,460
251075,374,594
251251,307,408
251260,2245,4978
251312,791,1100
260293,6733,8183
260336,43,56
260354,162,178
260363,16,28
260372,323,357
260664,352,376
260691,954,1926
260789,307,515
260813,117,202
260901,24409,37881
260910,340,444
260929,83,237
260947,19,46
260965,49,101
260974,165,276
261375,251,1706
261384,103,768
261393,134,687
261436,824,1693
261472,547,780
261676,118,252
261685,103,225
261719,161,284
261773,40,57
261861,85,104
261931,123,214
262031,1975,7638
262086,1487,3523
262129,238,832
262235,58,93
262299,128,152
262332,898,1498
262341,659,1126
262369,155,234
262402,0,668
262457,677,756
262466,15,149
262509,584,925
262660,147,175
362700,334,623
362782,109,210
363013,91,156
363077,184,421
363147,140,164
363165,455,1291
363387,1056,1339
363439,261,301
363590,347,536
363633,534,1739
363679,100,168
363712,24,46
363882,81,88
363907,977,1222
363916,463,530
363934,394,908
364016,2341,9555
364025,3325,14653
364122,0,6
364168,249,467
364317,42,384
364326,228,879
364335,706,1423
364548,221,399
364575,51,68
364584,160,234
364593,0,83
364618,60,85
364627,99,440
364636,70,97
364751,289,319
364760,70,112
364812,76,91
364946,81,208
364955,660,1219
364964,24,254
364973,433,835
365055,1071,1480
365073,90,212
365091,298,562
365125,107,225
365198,88,655
365204,1623,2220
365213,156,622
365240,89,430
365374,245,1847
365383,178,263
365453,16,27
365480,193,871
365505,38,89
365569,55,71
365693,92,196
365763,32,84
365824,214,382
365833,159,294
366003,42,69
366155,35,35
366191,855,2072
366252,2279,5671
366261,103,237
366270,786,1140
366289,332,466
366340,169,501
366395,8695,26219
366401,1504,8619
366438,108,129
366447,937,1405
366465,1633,2236
366535,391,518
366544,327,443
366553,942,1284
366571,6,23
366580,337,468
366623,15,86
366632,45,67
366650,425,536
366678,342,506
366696,488,667
366711,4279,9929
366748,93,173
366960,383,838
367024,553,748
367051,88,144
367088,53,89
367097,67,86
367103,21,46
367112,570,639
367130,114,198
367158,64,116
367194,216,617
367316,213,246
367334,304,495
367361,11,41
367398,490,763
367431,26,71
367459,3417,8341
367662,57,81
367839,15,87
367875,208,359
367884,1462,2057
367909,452,558
367936,318,444
367972,127,173
367981,62,171
368036,32,51
368230,188,268
368364,70,211
368407,72,106
368443,348,498
368452,208,310
368540,26,72
368601,569,901
368629,507,1190
368647,34,45
368771,83,221
368780,464,607
368805,348,431
368832,51,70
368911,1266,1747
369084,374,536
369109,137,145
369400,2450,4957
369419,488,936
369446,61,101
369455,30,94
369516,314,356
369668,147,263
369686,251,287
369695,84,125
369783,809,939
369792,4,20
369862,227,259
369905,566,729
369950,142,292
371034,32,34
371052,257,398
371140,30,73
371265,1021,1361
371690,488,1657
371760,1449,1692
371779,1046,1442
371830,94,134
371928,80,186
371964,109,182
371982,491,717
372000,30,97
372028,195,231
372037,740,994
372073,415,542
372082,585,585
372213,126480,208742
372222,2606,5885
372240,55,68
372329,221,260
372356,74,163
372462,285,307
372578,246,362
372718,218,427
372772,446,487
372921,443,667
372958,437,537
373058,113,285
373085,350,415
373119,113,170
373216,144,274
373340,41,104
373526,422,486
373605,54,55
373678,111,344
373696,88,421
373711,31,59
373784,1426,2287
373827,226,499
373890,506,703
374112,27,32
374316,101,179
374343,89,105
374440,0,35
374574,797,1084
374592,37,226
374875,455,1439
374927,59,105
374972,395,540
374990,81,150
375106,139,234
375230,125,130
375300,269,354
375319,127,166
375373,238,386
375407,196,248
375416,365,466
375489,446,570
375540,137,160
375568,16,29
375647,63,63
375656,54,175
375683,218,922
375692,54,195
375708,246,386
375717,45,219
375726,135,882
375735,83,333
375744,136,497
375753,19,70
375762,37,96
375841,426,654
375939,402,555
375966,127,198
375984,445,658
376136,242,346
376224,771,785
376242,476,476
376288,179,179
376321,711,916
376330,287,287
376385,1529,1610
376446,69,164
376631,36,57
376668,97,106
376677,104,216
376695,1025,1123
376987,89,93
377069,446,710
377111,363,489
377193,46,70
377218,101,201
377272,65,67
377281,84,87
377315,110,142
377342,171,324
377449,127,344
377458,142,411
377485,11,57
377546,35,85
377555,1260,3648
377564,1563,3366
377643,64,189
377652,138,162
377661,110,128
377670,116,127
377722,215,564
377759,44,45
378105,276,331
378406,421,552
378576,60,125
378886,237,301
378956,784,1138
379029,274,489
379135,118,162
379621,86,106
379746,0,121
379782,121,196
380067,141,202
380094,285,367
380359,298,532
380368,715,2307
380377,577,699
380401,96,151
380438,212,331
380456,59,212
380465,567,1249
380474,385,612
381255,144,247
381282,97,220
381325,152,257
381334,74,160
381361,65,117
381370,255,315
381404,276,378
381486,14,19
381529,192,317
381617,835,1186
381635,83,150
381644,165,262
381699,39,47
381705,53,56
381732,83,178
381741,78,115
381750,81,107
381787,239,310
381866,14,63
381909,770,932
381945,379,599
382063,367,688
382258,105,518
382267,82,112
382276,640,756
382416,39,83
382461,50,101
382504,398,501
382771,460,545
382780,367,438
382896,291,514
382902,121,179
382911,82,143
382957,326,534
383020,11,24
383084,392,5816
383163,645,777
383172,30,75
383190,1801,3663
383251,156,187
383279,120,284
383297,167,450
383312,87,119
383330,116,138
383367,154,332
383400,42,74
383464,194,216
383507,3,14
383525,188,193
383765,12,13
383792,221,305
383899,1328,1784
383950,322,332
383996,244,1058
384209,423,604
384254,47,186
384333,3820,8361
384342,1411,5456
384412,183,290
384421,24,76
385008,357,545
385132,92,104
385503,305,500
385549,228,319
385619,667,1199
386153,195,313
386472,273,422
387660,3,5
387819,30,70
387925,241,463
388043,534,622
388520,224,497
388663,150,286
389727,364,427
389860,141,499
390701,28901,33644
390905,214,312
391005,200,362
391333,93,133
391546,160,259
391564,194,345
391582,209,314
391759,50,66
391810,64,104
392257,944,1295
392354,0,18
392415,681,866
392798,49,85
392840,169,378
393180,257,750
393524,165,260
393649,3111,3508
393861,51,247
393977,88,97
395195,41,272
395362,1096,1915
395690,1281,1667
397270,53,55
397942,1776,1825
398130,392,548
398574,1711,2428
399212,1351,11579
399869,402,528
399911,132,435
400080,1244,1500
400187,331,826
401223,67,134
401339,514,658
401481,81,89
402563,486,722
402615,332,504
402776,123,229
402800,141,264
403414,32,53
403469,276,2597
403478,312,1055
403487,355,4706
404037,9,34
404055,426,598
404073,2075,3418
404082,3459,5119
404338,113,145
404365,154,325
404374,58,184
404383,158,588
404426,1127,3416
404499,461,822
404505,236,357
404514,370,606
404648,1301,1824
404684,570,652
404718,87,96
404806,326,363
404912,778,1625
404921,179,336
404994,3787,4690
405012,163,265
405021,99,161
405058,40,121
405076,325,495
405748,18,158
405854,142,146
405872,934,3936
405979,1001,1617
405988,575,1239
405997,1958,2784
406006,888,1659
406015,4909,8994
406024,639,1193
406033,1038,1664
406051,130,144
406149,69,127
406194,200,278
406200,1540,1837
406219,241,481
406325,88,110
406361,9,85
406413,85,102
406422,95,195
406486,59,107
406495,68,260
406547,390,432
407009,1623,3276
407054,143,308
407063,457,727
407090,219,474
407142,54,156
407151,70,172
407179,153,259
407285,199,264
407319,434,597
407328,98,148
407355,163,421
407391,129,296
407407,103,296
407425,76,304
407434,105,175
407452,10,262
407461,206,309
407470,306,369
407489,60,156
407504,95,770
407513,168,639
407522,26,127
407568,133,151
407577,175,513
407595,79,224
407601,21,105
407683,118,189
407708,395,544
407726,79,111
407735,142,190
407832,321,778
408039,884,1083
408066,96,219
408163,67,115
408312,89,136
408385,457,582
408394,353,786
408844,2114,2487
408862,423,456
409032,554,554
409069,411,550
409120,130,217
409166,106,138
409193,480,625
409315,13031,30824
409537,52,190
409591,89,166
409670,389,525
409698,2468,5185
409829,277,397
409838,131,179
409874,1101,1265
410070,782,1132
410256,48,109
410283,844,1053
410496,373,497
410502,1433,2090
410520,379,584
410539,183,272
410788,473,844
410797,188,252
410964,18,60
411055,645,692
411374,741,1073
411684,101,167
411754,14,45
412003,69,102
412173,547,1027
412535,13,48
412544,69,207
412599,662,821
412650,0,274
413176,42,47
413343,26,34
413413,4502,8087
413617,418,721
413626,275,338
413635,254,332
413680,476,702
413778,317,343
413802,1305,1451
413820,19,20
413839,253,343
413848,225,359
413857,474,670
413866,275,389
413884,439,582
413918,7,22
413945,97,143
413972,94,127
414054,55,59
414063,76,275
414124,321,484
414160,1790,2500
414452,44,50
414461,2807,2992
414489,87,167
414531,174,321
414540,220,469
414559,30,56
414568,424,584
414586,359,523
414595,57,131
414708,2775,5133
414823,1113,1990
414841,203,280
414869,102,185
414878,254,447
414911,785,3014
414939,322,448
415039,92,174
415057,112,188
415729,14,34
415774,795,1019
415987,677,725
416458,694,842
416670,149,190
416801,112,290
416962,1160,2019
416971,73,91
416980,59,89
417008,126,166
417062,63,152
417105,387,846
417123,139,287
417132,802,926
417178,36,63
417187,10,27
417248,5,66
417257,13,39
417275,12,18
417318,115,115
417327,325,338
417381,213,261
417406,35,63
417442,99,184
417503,153,352
417549,293,503
417576,138,214
417600,53,83
417628,67,82
417637,112,133
417646,27,32
417655,32,42
417673,13,14
417682,19,30
417716,194,207
417725,89,163
417734,105,207
417743,8,12
417752,39,50
417789,158,174
417798,25,27
417804,60,118
417831,49,138
417840,259,361
417868,22,37
417886,63,76
417901,0,42
417910,122,198
417947,25,35
417983,72,78
417992,54,82
418001,224,271
418010,40,62
418029,40,67
418038,143,206
418056,72,121
418065,223,447
418083,61,106
418126,148,530
418171,26,57
418199,48,104
418205,132,424
418223,51,54
418250,174,291
418269,76,92
418278,51,173
418287,141,643
418296,146,766
418302,41,433
418320,80,953
418339,64,408
418348,39,576
418357,95,372
418384,73,74
418409,70,785
418427,87,189
418445,36,69
418454,221,308
418481,60,81
418506,40,73
418515,95,161
418524,56,71
418533,317,542
418542,9,148
418560,77,157
418588,27,74
418603,52,74
418612,24,31
418658,329,704
418676,6,6
418700,562,562
418755,135,138
418764,139,139
418773,1178,1568
418782,180,188
418870,176,231
418889,66,402
418913,24,56
418968,85,124
419031,11,24
419095,30,79
419147,36,58
419156,50,84
419183,323,367
419217,0,124
419226,318,684
419235,325,353
419244,248,349
419253,195,266
419262,34,114
419271,19,23
419280,33,84
419314,30,38
419332,9,51
419341,30,55
419411,196,350
419420,74,156
419457,50,91
419484,17,30
419509,1812,3190
419633,92,114
419660,954,1385
419703,696,728
419712,293,295
419721,264,267
420006,454,553
420024,102,288
420042,582,1322
420103,177,394
420130,138,273
420194,176,202
420200,28,160
420255,110,113
420307,4230,5308
420316,547,678
420325,48,50
420343,442,887
420370,577,1032
420398,4502,15992
420404,332,437
420431,1151,1885
420440,685,1524
420459,95,409
420468,173,444
420495,285,488
420501,344,576
420538,1154,1421
420556,482,1037
420574,1325,3252
420608,173,254
420723,330,470
420866,76,147
420981,677,757
421009,370,530
421018,956,1350
421513,265,331
421540,36,220
421559,58,164
421586,150,153
421610,36,57
421665,23,29
421708,472,573
421717,30,51
421771,45,94
421832,456,618
421841,114,263
421878,194,229
421896,411,509
422020,76,87
422190,42,124
422695,201,378
422835,451,590
423120,787,1250
423397,67,67
423582,186,188
423652,204,539
423980,1424,2436
425250,34,130
425870,12,33
425889,406,601
425986,149,185
426314,2641,10435
427025,1789,3539
427308,324,327
427335,49,96
427663,214,321
427894,171,288
427919,195,248
427973,149,326
427982,97,300
427991,418,1209
428000,30,171
428019,48,336
428055,362,437
428073,40,45
428125,141,151
428143,305,346
428170,881,1341
428259,166,326
428268,51,83
428286,654,1267
428295,0,318
428329,67,87
428392,943,1149
428444,675,1018
429012,21,98
429100,77,80
429128,307,511
429599,417,606
430050,195,283
430087,454,849
430096,537,763
430148,665,829
430157,108,245
430166,81,187
430175,769,1043
430184,1122,2522
430218,112,201
430227,138,207
430245,908,1211
430254,131,206
430263,315,442
430306,22,43
430342,193,265
430351,178,262
430360,186,257
430379,340,435
430388,302,418
430403,53,94
430421,438,572
430485,54,109
430564,7,140
430582,318,439
430643,0,4
430670,11,16
430704,7,9
430795,140,268
430810,204,543
430847,8,48
430883,27,37
430908,54,111
430935,775,854
430971,97,118
430980,268,333
430999,120,177
431017,41,112
431026,2353,3618
431071,87,218
431099,147,245
431105,116,230
431123,410,415
431141,2996,4142
431169,108,131
431187,16,52
431196,182,240
431202,42,62
431266,38,84
431275,89,125
431284,40,70
431309,96,203
431558,224,508
431600,59,144
431637,777,1472
431691,17,41
431707,21,36
431716,142,544
431770,24,45
431877,24,37
431886,596,930
431929,204,208
431956,38,69
431965,126,136
431983,42,97
432074,86,212
432117,95,175
432223,388,807
432232,704,1080
432241,661,988
432269,170,238
432302,184,478
432384,352,559
432524,97,210
432533,1238,1949
433004,125,247
433013,496,864
433040,19,38
433068,195,547
433101,644,945
433138,168,706
433165,5,8
433174,115,540
433387,13156,31353
433420,210,316
433466,1210,1394
433536,217,286
433563,148,238
433660,4240,12230
433970,214,396
434016,91,143
434034,94,618
434052,482,665
434061,1042,4015
434122,13,13
434140,862,1506
434159,314,436
434274,51,162
434283,54,90
434308,608,844
434317,444,676
434344,38,94
434362,37,48
434380,90,90
434414,1367,1400
434432,16,29
434469,98,111
434496,53,113
434502,173,238
434520,690,950
434539,327,338
434548,285,432
434557,276,362
434566,221,293
434575,234,304
434584,42,231
434672,11611,25188
434690,117,330
434751,76,83
434812,35,227
434821,995,1325
434830,176,282
434900,789,805
434937,2,45
434946,785,1417
434955,577,1105
434964,442,802
434973,258,629
434982,394,536
434991,348,506
435000,10,50
436003,164,262
436012,984,984
436030,46,85
436067,74,94
436094,124,191
436100,41,45
436182,79,234
436191,215,739
436225,291,370
436304,913,3566
436429,320,3636
436438,132,238
436465,400,409
436483,430,574
436553,292,292
436599,28,65
436614,30,54
436632,199,230
436641,247,305
436650,312,496
436702,631,851
436775,204,361
436818,895,2631
436827,198,765
436836,426,1377
437042,397,508
437051,405,585
437060,136,307
437097,49,794
437103,4194,8168
437219,403,544
437237,18,85
437316,119,391
437325,152,547
437501,76,123
437529,267,600
437556,859,909
437608,240,318
437635,248,350
437653,93,118
437662,5992,6350
437705,5,6
437732,410,776
437750,86,371
437769,216,297
437778,338,487
437848,734,931
437857,107,203
437884,90,175
437927,369,513
437936,597,989
438151,3005,3757
438179,756,956
438197,517,729
438212,2481,3157
438258,354,505
438267,474,656
438285,352,721
438294,159,289
438337,390,394
438382,285,605
438416,523,662
438498,1388,2117
438504,2141,3859
438586,1024,1273
438601,247,389
438610,540,793
438629,64,113
438647,480,725
438656,639,826
438674,73,157
438708,405,822
438735,92,250
438805,936,1154
438869,203,267
438902,506,655
438984,193,195
439020,5,37
439039,296,430
439057,58,103
439118,526,826
439127,323,500
439136,280,421
439145,1039,3413
439190,443,2736
439279,528,699
439288,558,1618
439297,264,405
439303,41,63
439312,37,42
439367,280,295
439400,63,84
439437,369,479
439446,0,18
439455,478,538
439473,284,311
439482,316,371
439491,430,514
439507,240,397
439525,449,655
439570,779,1041
439589,391,603
439613,167,219
439622,242,279
439631,62,75
439668,96,354
439686,385,400
439701,129,270
439729,18,36
439738,349,411
439747,49,171
439774,35,50
439783,0,59
439792,189,342
439826,505,666
439844,24,87
439862,56,70
439871,123,156
439899,27,56
439905,51,71
439932,41,45
439969,15,24
439978,112,162
439996,71,123
440059,305,510
440077,76,99
440086,344,500
440101,211,280
440110,338,437
440129,191,291
440147,342,388
440165,250,344
440174,60,115
440217,26,35
440226,98,158
440262,621,769
440271,241,328
440299,801,1034
440323,337,493
440332,351,508
440341,859,1557
440369,839,1107
440378,58,156
440396,0,149
440402,827,2043
440411,4,16
440420,83,255
440439,700,1242
440448,1195,1968
440457,281,403
440466,279,409
440484,910,1092
440642,361,472
440651,1282,1390
440721,134,572
440730,818,1108
440749,29,249
440758,235,327
440767,690,857
440776,11,34
440794,233,360
440800,2,29
440819,9,111
440828,349,659
440846,25,126
440855,114,279
440873,358,1012
440882,44,181
440891,68,209
440907,803,1233
440925,360,460
440952,433,608
440989,872,1236
441016,875,1084
441025,589,689
441052,1836,2703
441070,50,127
441089,1456,2526
441168,72,132
441195,53,90
441201,142,162
441210,82,455
441229,160,783
441256,78,153
441274,90,235
441317,20,56
441335,11,40
441353,8,16
441362,567,850
441371,466,699
441380,304,405
441405,98,177
441414,129,843
441423,447,475
441432,207,451
441441,405,450
441478,0,85
441487,104,140
441496,78,191
441502,401,628
441511,650,728
441548,96,124
441575,1360,1378
441593,51,64
441609,66,118
441618,20,58
441627,13,23
441636,127,206
441645,74,208
441663,398,570
441672,13,20
441690,252,340
441706,177,192
441742,754,1542
441751,10,24
441760,1004,2894
441779,82,120
441788,190,448
441830,82,139
441858,139,296
441876,143,380
441894,11,12
