pwsid,wsname,yr,mo,population,urb_2013,urb_gpcd,res_2013,res_gpcd,hyd_reg
0710003,Contra Costa Water District,2014,11,"197,536", 155 , 138 ,125,112,2
0710007,Diablo Water District,2014,11,"35,646", 123 , 105 ,100,85,6
3610057,Riverside Highland Water Company,2014,11,"14,500", 197 , 197 ,159,160,4
4210016,Golden State Water Company Orcutt,2014,11,"31,872", 196 , 160 ,178,130,3
5510003,Tuolumne Utilities District,2014,11,"28,997", 134 , 100 ,110,82,6
3410001,Sacramento Suburban Water District,2014,11,"174,218", 127 , 110 ,120,90,5
2110003,North Marin Water District,2014,11,"61,309", 125 , 76 ,102,62,2
1910047,"Hawthorne, City of",2014,11,"44,191", 89 , 90 ,73,74,4
4810002,"California Water Service Company Dixon, City of",2014,11,"9,803", 124 , 102 ,102,84,5
4010004,"Grover Beach, City of",2014,11,"13,156", 115 , 63 ,95,52,3
0710002,Golden State Water Company Bay Point,2014,11,"22,258", 74 , 64 ,56,53,2
2910003,Truckee-Donner Public Utilities District,2014,11,"32,776", 72 , 71 ,121,59,8
3410008,Elk Grove Water Service,2014,11,"44,099", 135 , 99 ,165,82,5
4910004,Sweetwater Springs Water District,2014,11,"7,702", 83 , 69 ,69,57,1
1910104,California Water Service Company Palos Verdes,2014,11,"69,857", 247 , 240 ,205,199,4
3710021,San Dieguito Water District,2014,11,"36,959", 138 , 142 ,116,119,4
1610003,"Hanford, City of",2014,11,"57,050", 156 , 132 ,108,110,7
5610011,"Santa Paula, City of",2014,11,"29,321", 135 , 121 ,113,101,4
1510017,Indian Wells Valley Water District,2014,11,"31,120", 148 , 149 ,124,124,9
2910004,Nevada Irrigation District,2014,11,"44,761", 167 , 120 ,140,101,5
4010026,Nipomo Community Services District,2014,11,"12,148", 177 , 129 ,149,108,3
0710001,"Antioch, City of",2014,11,"106,455", 132 , 108 ,111,91,6
1910143,"San Fernando, City of",2014,11,"23,728", 117 , 112 ,98,94,4
3710023,Santa Fe Irrigation District,2014,11,"19,386", 393 , 449 ,330,377,4
4110025,North Coast County Water District,2014,11,"39,000", 65 , 52 ,54,44,2
3610001,"Adelanto, City of",2014,11,"31,765", 107 , 98 ,91,83,9
4110001,Mid-Peninsula Water District,2014,11,"26,030", 102 , 83 ,87,71,2
5410003,"Exeter, City of",2014,11,"10,334", 158 , 127 ,134,108,7
2010002,"Madera, City of",2014,11,"63,008", 134 , 110 ,123,93,6
1910234,Walnut Valley Water District,2014,11,"113,236", 151 , 147 ,128,125,4
3610049,Twentynine Palms Water District,2014,11,"18,795", 108 , 103 ,92,88,10
1910044,"Glendora, City of",2014,11,"48,200", 206 , 187 ,175,159,4
1510018,Rosamond Community Service District,2014,11,"17,700", 101 , 115 ,85,98,9
3410018,Rio Linda - Elverta Community Water District,2014,11,"10,936", 177 , 128 ,150,109,5
1610004,"Corcoran, City of",2014,11,"24,154", 200 , 163 ,170,138,7
1910212,Golden State Water Company S Arcadia,2014,11,"26,827", 113 , 105 ,86,90,4
3110001,North Tahoe Public Utility District,2014,11,"7,500", 103 , 109 ,88,93,8
2710001,Alco Water Service,2014,11,"29,141", 138 , 114 ,118,98,3
5710006,"Woodland, City of",2014,11,"56,610", 139 , 112 ,119,96,5
0410007,Paradise Irrigation District,2014,11,"26,032", 150 , 109 ,144,94,5
1910013,Bellflower-Somerset Mutual Water Company,2014,11,"46,300", 100 , 96 ,86,83,4
3610044,"City of Big Bear Lake, Dept of Water & Power",2014,11,"25,582", 51 , 57 ,39,49,4
0710009,Discovery Bay Community Services District,2014,11,"14,583", 190 , 146 ,170,126,6
2710008,"Greenfield, City of",2014,11,"16,919", 270 , 239 ,232,205,3
3610005,Lake Arrowhead Community Services District,2014,11,"23,752", 39 , 39 ,62,34,9
3410016,Orange Vale Water Company,2014,11,"15,200", 211 , 141 ,182,123,5
3410004,Carmichael Water District,2014,11,"38,354", 185 , 134 ,161,116,5
3610055,Yucaipa Valley Water District,2014,11,"44,896", 187 , 210 ,163,182,4
3110004,"Lincoln, City of",2014,11,"45,206", 166 , 118 ,138,102,5
1910019,"Cerritos, City of",2014,11,"49,041", 146 , 137 ,127,119,4
1910063,Lincoln Avenue Water Company,2014,11,"16,126", 127 , 110 ,102,96,4
3310051,Myoma Dunes Mutual Water Company,2014,11,"6,159", 584 , 572 ,508,497,10
3010047,Golden State Water Company Cowan Heights,2014,11,"7,254", 309 , 312 ,391,273,4
1010003,"Clovis, City of",2014,11,"106,076", 177 , 147 ,156,129,7
4110006,California Water Service Company Bear Gulch,2014,11,"58,707", 179 , 135 ,158,119,2
4110016,Hillsborough Town of,2014,11,"10,825", 220 , 102 ,193,90,2
1510033,California Water Service Company Kern River Valley,2014,11,"5,424", 108 , 108 ,95,95,7
5610009,"Port Hueneme, City of",2014,11,"21,555", 89 , 82 ,78,72,4
1010001,Bakman Water Company,2014,11,"13,960", 172 , 127 ,151,112,7
3010046,"Tustin, City of",2014,11,"67,700", 146 , 144 ,127,127,4
2410005,"Los Banos, City of",2014,11,"37,168", 161 , 133 ,163,118,6
4910018,California Water Service Company Redwood Valley,2014,11,"3,576", 79 , 67 ,70,59,1
5610043,Triunfo Sanitation District / Oak Park Water Service,2014,11,"12,200", 182 , 157 ,162,140,4
1910225,Las Virgenes Municipal Water District,2014,11,"75,384", 238 , 215 ,212,192,4
3610064,East Valley Water District,2014,11,"29,143", 76 , 71 ,121,64,4
1910152,"South Gate, City of",2014,11,"102,832", 71 , 72 ,64,64,4
4110024,"East Palo Alto, City of",2014,11,"29,143", 76 , 71 ,45,64,2
1210016,McKinleyville Community Service District,2014,11,"16,900", 69 , 61 ,62,55,1
5810002,Linda County Water District,2014,11,"18,808", 146 , 116 ,217,105,5
1910001,"Alhambra, City of",2014,11,"85,068", 111 , 100 ,100,90,4
3710013,Lakeside Water District,2014,11,"35,500", 92 , 92 ,87,82,4
1910073,"Lomita, City of",2014,11,"20,463", 102 , 94 ,92,85,4
3310032,"San Jacinto, City of",2014,11,"15,200", 160 , 132 ,144,119,4
1910191,"Norwalk, City of",2014,11,"18,361", 106 , 99 ,95,89,4
5210004,"Red Bluff, City of",2014,11,"14,076", 185 , 124 ,167,112,5
1010019,"Kingsburg, City of",2014,11,"11,504", 229 , 177 ,207,159,7
5010018,"Riverbank, City of",2014,11,"23,298", 108 , 87 ,97,79,6
3410031,California Water Service Company Antelope Valley,2014,11,"3,385", 178 , 146 ,121,132,5
1910239,"Lakewood, City of",2014,11,"59,081", 117 , 105 ,106,96,4
1010026,Pinedale County Water District,2014,11,"8,495", 234 , 180 ,215,165,6
3010062,"Garden Grove, City of",2014,11,"177,020", 112 , 111 ,103,102,4
3610008,Big Bear City Community Services District,2014,11,"12,411", 52 , 51 ,61,47,4
3510003,Sunnyslope County Water District,2014,11,"19,005", 122 , 92 ,113,85,3
4110027,Westborough Water District,2014,11,"14,050", 64 , 48 ,64,45,2
4410011,"Watsonville, City of",2014,11,"65,739", 104 , 80 ,97,75,3
4810008,"Vacaville, City of",2014,11,"86,893", 151 , 118 ,140,110,5
3010082,Serrano Water District,2014,11,"6,641", 409 , 389 ,384,366,4
1910166,Valley Water Company,2014,11,"9,900", 315 , 303 ,296,285,4
3410006,Citrus Heights Water District,2014,11,"67,333", 147 , 110 ,140,105,5
4110013,"Daly City, City of",2014,11,"104,462", 63 , 53 ,60,50,2
3410021,San Juan Water District,2014,11,"38,902", 237 , 142 ,283,135,5
1510021,"Wasco, City of",2014,11,"19,511", 155 , 137 ,147,130,7
3610024,"Hesperia Water District, City of",2014,11,"91,627", 117 , 120 ,111,114,9
5810003,Olivehurst Public Utility District,2014,11,"19,509", 144 , 101 ,136,96,5
5010013,City of Newman Water Department,2014,11,"10,668", 154 , 108 ,147,102,6
0510002,Calaveras County Water District,2014,11,"31,750", 122 , 97 ,117,93,6
1510029,Vaughn Water Company,2014,11,"30,187", 295 , 258 ,283,248,7
4910014,"Rohnert Park, City of",2014,11,"43,398", 88 , 61 ,85,59,1
1910157,Sunny Slope Water Company,2014,11,"30,611", 115 , 106 ,110,102,4
2410010,Winton Water & Sanitary District,2014,11,"8,500", 134 , 112 ,128,107,6
3610127,San Bernardino County Service Area 70,2014,11,"10,174", 117 , 122 ,113,117,10
1910148,"Sierra Madre, City of",2014,11,"10,971", 188 , 167 ,182,162,4
1010027,"Reedley, City of",2014,11,"24,194", 125 , 92 ,122,90,7
3610121,San Bernardino County Service Area 64,2014,11,"12,514", 175 , 168 ,171,164,9
3010068,East Orange County Water District,2014,11,"3,247", 239 , 227 ,234,222,4
1910130,Quartz Hill Water District,2014,11,"20,352", 177 , 185 ,215,181,9
5510009,Groveland Community Services District,2014,11,"3,400", 99 , 89 ,97,87,6
2010008,Madera County,2014,11,"11,853", 208 , 135 ,204,132,6
1310006,"Imperial, City of",2014,11,"17,354", 126 , 126 ,126,126,10
3310016,"Hemet, City of",2014,11,"23,537", 137 , 139 ,137,139,4
1210006,"Fortuna, City of",2014,11,"11,926", 90 , 76 ,90,76,1
1210009,Humboldt Community Service District,2014,11,"20,032", 102 , 95 ,102,95,1
4910013,Valley of the Moon Water District,2014,11,"23,478", 105 , 70 ,89,70,2
4810005,Suisun-Solano Water Authority,2014,11,"28,549", 117 , 92 ,117,92,2
1910049,"Huntington Park, City of",2014,11,"64,219", 64 , 60 ,64,60,4
1910079,"Lynwood, City of",2014,11,"65,965", 70 , 74 ,70,74,4
3710019,Ramona Municipal Water District,2014,11,"33,600", 115 , 119 ,115,119,4
3610120,Phelan Pinon Hills Community Services District,2014,11,"25,160", 80 , 88 ,80,88,8
0910013,Georgetown Divide Public Utilities District,2014,11,"9,499", 126 , 102 ,126,102,5
1910125,Pico Water District,2014,11,"24,100", 116 , 106 ,116,106,4
3410023,Fruitridge Vista Water Company,2014,11,"16,800", 192 , 157 ,192,157,5
1810001,"Susanville, City of",2014,11,"9,344", 132 , 161 ,132,161,8
0410006,South Feather Water and Power Agency,2014,11,"16,346", 230 , 171 ,230,171,5
4510001,"Anderson, City of",2014,11,"10,050", 173 , 128 ,173,128,5
1910127,"Covina, City of",2014,11,"31,367", 157 , 154 ,157,154,4
5610002,"Fillmore, City of",2014,11,"15,222", 123 , 128 ,123,128,4
4410014,San Lorenzo Valley Water District,2014,11,"19,000", 83 , 53 ,83,53,3
1910167,"Vernon, City of",2014,10,122," 58,052 "," 54,864 ",45,43,4
1210013,Humboldt Bay Municipal Water District,2014,10,422," 1,238 "," 1,000 ",87,70,1
1910040,"El Segundo, City of",2014,10,"16,654", 475 , 530 ,81,90,4
3710026,Valley Center Municipal Water District,2014,10,"25,378", 921 ," 1,229 ",187,250,4
5610024,Casitas Municipal Water District,2014,10,"9,603", 468 , 672 ,134,146,4
1510022,West Kern Water District,2014,10,"21,181", 737 , 761 ,163,168,7
1910245,"Santa Fe Springs, City of",2014,10,"18,199", 334 , 323 ,90,87,4
4210001,Carpinteria Valley Water District,2014,10,"14,616", 342 , 308 ,78,86,3
2410004,"Livingston, City of",2014,10,"14,894", 484 , 463 ,145,139,6
0410005,California Water Service Company Oroville,2014,10,"11,208", 244 , 211 ,80,70,5
1910033,California Water Service Company Dominguez,2014,10,"142,187", 227 , 213 ,75,70,4
3710016,Rainbow Municipal Water District,2014,10,"19,611"," 1,134 "," 1,263 ",408,455,4
4110009,California Water Service Company South San Francisco,2014,10,"60,690", 134 , 117 ,51,44,2
4210004,Goleta Water District,2014,10,"86,946", 176 , 157 ,69,61,3
4110017,"Menlo Park, City of",2014,10,"16,066", 225 , 168 ,90,67,2
3010002,"Brea, City of",2014,10,"42,397", 250 , 263 ,107,113,4
3010041,"Seal Beach, City of",2014,10,"25,561", 143 , 136 ,63,60,4
4710011,"Yreka, City of",2014,10,"7,840", 193 , 190 ,85,83,1
5710003,"West Sacramento, City of",2014,10,"48,744", 260 , 226 ,175,99,5
1510020,"Tehachapi, City of",2014,10,"8,923", 238 , 237 ,106,105,7
0910001,El Dorado Irrigation District,2014,10,"128,500", 276 , 210 ,124,95,5
1910240,Valencia Water Company,2014,10,"117,251", 258 , 221 ,118,102,4
4010008,"Pismo Beach, City of",2014,10,"7,705", 264 , 230 ,198,106,3
3710001,California-American Water Company San Diego District,2014,10,"95,358", 110 , 104 ,51,48,4
1210001,"Arcata, City of",2014,10,"18,155", 104 , 98 ,48,45,1
2710009,California Water Service Company King City,2014,10,"14,754", 122 , 109 ,57,51,3
3710008,Fallbrook Public Utility District,2014,10,"34,894", 352 , 394 ,165,185,4
3610034,"Ontario, City of",2014,10,"166,866", 204 , 199 ,98,96,4
1010007,"Fresno, City of",2014,10,"515,609", 252 , 231 ,126,113,7
4310012,"Santa Clara, City of",2014,10,"118,459", 174 , 161 ,86,79,2
5410015,"Tulare, City of",2014,10,"59,535", 297 , 278 ,149,139,7
1910194,Rowland Water District,2014,10,"62,106", 175 , 171 ,89,87,4
3310038,Rancho California Water District,2014,10,"166,426", 378 , 413 ,279,211,4
1910036,California Water Service Company East Los Angeles,2014,10,"159,281", 94 , 92 ,48,47,4
1910007,"Azusa, City of",2014,10,"110,000", 175 , 165 ,91,86,4
2310003,"Ukiah, City of",2014,10,"16,075", 184 , 139 ,96,72,1
3310029,"Perris, City of",2014,10,"9,000", 174 , 191 ,91,99,4
3610018,Cucamonga Valley Water District,2014,10,"194,467", 248 , 255 ,160,134,4
2810005,"American Canyon, City of",2014,10,"20,080", 189 , 147 ,100,78,2
2710004,California-American Water Company Monterey District,2014,10,"109,817", 101 , 91 ,54,48,3
3910015,"Lathrop, City of",2014,10,"19,831", 219 , 193 ,116,102,6
3710020,"San Diego, City of",2014,10,"1,292,496", 139 , 142 ,74,76,4
3710006,"Escondido, City of",2014,10,"134,053", 162 , 177 ,,95,4
4310005,"Milpitas, City of",2014,10,"70,817", 134 , 121 ,72,65,2
5810001,California Water Service Company Marysville,2014,10,"12,117", 166 , 143 ,89,77,5
3910001,California Water Service Company Stockton,2014,10,"169,792", 148 , 133 ,80,72,6
4810001,"Benicia, City of",2014,10,"28,086", 207 , 159 ,131,86,2
4510014,Bella Vista Water District,2014,10,"16,500", 725 , 320 ,391,173,5
3810011,San Francisco Public Utilities Commission,2014,10,"846,601", 90 , 82 ,49,45,2
1910030,Golden State Water Company Culver City,2014,10,"36,215", 150 , 142 ,83,77,4
5010019,"Turlock, City of",2014,10,"70,132", 294 , 277 ,161,152,6
3310031,"Riverside, City of",2014,10,"332,874", 193 , 171 ,118,94,4
3010092,Irvine Ranch Water District,2014,10,"381,003", 166 , 153 ,91,84,4
3110008,"Roseville, City of",2014,10,"120,652", 274 , 215 ,150,118,5
4310007,"Mountain View, City of",2014,10,"75,077", 152 , 132 ,83,73,2
0110011,"Livermore, City of",2014,10,"27,033", 235 , 178 ,129,98,2
3010023,"Newport Beach, City of",2014,10,"65,551", 224 , 221 ,129,122,4
3010001,"Anaheim, City of",2014,10,"356,762", 171 , 172 ,96,96,4
3610014,"Colton, City of",2014,10,"47,612", 197 , 202 ,109,113,4
3310006,"Banning, City of",2014,10,"30,325", 284 , 253 ,145,142,10
4110021,Estero Municipal Improvement District,2014,10,"37,000", 104 , 116 ,58,65,2
3010079,El Toro Water District,2014,10,"48,628", 176 , 169 ,98,95,4
4310006,"Morgan Hill, City of",2014,10,"40,807", 230 , 175 ,203,98,3
5610019,"Camarillo, City of",2014,10,"47,207", 196 , 169 ,110,95,4
3610012,"Chino, City of",2014,10,"76,618", 197 , 184 ,111,104,4
3010030,"San Juan Capistrano, City of",2014,10,"38,491", 208 , 215 ,119,123,4
3710014,"Oceanside, City of",2014,10,"171,183", 156 , 159 ,90,92,4
3310021,Jurupa Community Service District,2014,10,"118,731", 206 , 198 ,139,115,4
3610043,Golden State Water Company Barstow,2014,10,"31,209", 179 , 172 ,92,100,9
3710002,Vallecitos Water District,2014,10,"93,897", 175 , 181 ,102,105,4
3410015,Golden State Water Company Cordova,2014,10,"43,767", 349 , 305 ,247,177,5
3010003,"Buena Park, City of",2014,10,"82,364", 162 , 160 ,105,94,4
3010036,"San Clemente, City of",2014,10,"50,960", 171 , 177 ,109,104,4
2710017,Marina Coast Water District,2014,10,"31,218", 133 , 117 ,79,69,3
3410020,"Sacramento, City of",2014,10,"466,488", 234 , 187 ,138,110,5
2710010,California Water Service Company Salinas District,2014,10,"120,675", 149 , 129 ,88,76,3
1910039,San Gabriel Valley Water Company,2014,10,"271,817", 122 , 118 ,72,70,4
5010017,"Patterson, City of",2014,10,"20,922", 191 , 176 ,112,104,6
3410013,California-American Water Company Sacramento District,2014,10,"201,418", 162 , 133 ,95,78,5
1010029,"Sanger, City of",2014,10,"25,664", 209 , 214 ,123,126,7
0110008,"Pleasanton, City of",2014,10,"71,871", 238 , 167 ,141,99,2
5610007,"Oxnard, City of",2014,10,"203,645", 124 , 107 ,74,63,4
3010004,Mesa Water District,2014,10,"108,000", 135 , 152 ,80,90,4
4010007,"Paso Robles, City of",2014,10,"30,450", 226 , 204 ,135,122,3
0110005,East Bay Municipal Utilities District,2014,10,"1,379,000", 144 , 126 ,87,75,2
1310004,"El Centro, City of",2014,10,"44,311", 169 , 159 ,101,95,10
2610001,Mammoth Community Water District,2014,10,"16,739", 72 , 83 ,88,50,9
4010014,Cambria Community Services District,2014,10,"6,032", 91 , 63 ,55,38,3
4010009,"San Luis Obispo, City of",2014,10,"45,541", 123 , 111 ,74,67,3
1010027,"Reedley, City of",2014,10,"24,194", 193 , 175 ,116,105,7
1910065,"Long Beach, City of",2014,10,"472,853", 118 , 110 ,81,67,4
4310014,"Sunnyvale, City of",2014,10,"147,055", 135 , 124 ,82,76,2
1510006,East Niles Community Service District,2014,10,"26,000", 346 , 313 ,211,191,7
1910038,"El Monte, City of",2014,10,"22,968", 93 , 89 ,57,54,4
3610001,"Adelanto, City of",2014,10,"31,765", 133 , 113 ,81,69,9
1910105,"Paramount, City of",2014,10,"55,051", 113 , 113 ,69,69,4
1910213,"Torrance, City of",2014,10,"104,876", 173 , 167 ,106,102,4
4310019,"San Jose, City of",2014,10,"116,697", 174 , 153 ,108,95,2
1510019,"Shafter, City of",2014,10,"18,488", 263 , 236 ,163,146,7
2810003,"Napa, City of",2014,10,"85,679", 159 , 148 ,103,92,2
0110006,"Hayward, City of",2014,10,"151,037", 113 , 104 ,70,64,2
4410010,"Santa Cruz, City of",2014,10,"94,887", 102 , 76 ,63,47,3
0710006,"Martinez, City of",2014,10,"35,375", 112 , 98 ,81,61,2
1210004,"Eureka, City of",2014,10,"27,052", 113 , 101 ,112,62,1
3710005,Carlsbad Municipal Water District,2014,10,"84,838", 187 , 199 ,161,124,4
1610005,"Lemoore, City of",2014,10,"25,281", 285 , 263 ,177,163,7
3610039,"San Bernardino, City of",2014,10,"196,704", 208 , 197 ,135,122,4
4910006,"Petaluma, City of",2014,10,"61,258", 150 , 122 ,139,76,2
3010010,"Fullerton, City of",2014,10,"138,000", 202 , 195 ,135,122,4
0810001,"Crescent City, City of",2014,10,"18,199", 104 , 141 ,65,88,1
1910024,Golden State Water Company Claremont,2014,10,"37,160", 292 , 298 ,209,187,4
1510005,"Delano, City of",2014,10,"48,957", 171 , 170 ,108,107,7
3410014,"Folsom, City of",2014,10,"60,347", 350 , 297 ,220,187,5
3110025,Placer County Water Agency,2014,10,"95,717", 300 , 266 ,217,168,5
0310003,Amador Water Agency,2014,10,"23,347", 131 , 122 ,106,77,6
3610013,"Loma Linda, City of",2014,10,"23,261", 217 , 226 ,172,142,4
2710008,"Greenfield, City of",2014,10,"16,919", 106 , 92 ,67,58,3
5010010,"Modesto, City of",2014,10,"217,269", 255 , 233 ,162,148,6
3610003,Apple Valley Ranchos Water Company,2014,10,"62,602", 172 , 189 ,144,120,9
3010069,"Fountain Valley, City of",2014,10,"59,227", 157 , 156 ,100,99,4
1910142,Golden State Water Company San Dimas,2014,10,"54,872", 211 , 218 ,129,138,4
5710006,"Woodland, City of",2014,10,"56,610", 176 , 154 ,112,98,5
3610029,Monte Vista Water District,2014,10,"54,460", 171 , 169 ,120,108,4
3310037,"Corona, City of",2014,10,"150,416", 215 , 215 ,137,138,4
4210010,"Santa Barbara, City of",2014,10,"92,756", 147 , 119 ,103,76,3
5610040,California-American Water Ventura District,2014,10,"62,144", 281 , 257 ,180,164,4
4310009,"Palo Alto, City of",2014,10,"64,403", 167 , 152 ,107,97,2
3310002,Beaumont-Cherry Valley Water District,2014,10,"42,353", 283 , 296 ,181,190,4
3310025,"Norco, City of",2014,10,"27,160", 295 , 284 ,189,182,4
3010101,Santa Margarita Water District,2014,10,"153,895", 172 , 177 ,122,113,4
3310022,Lake Hemet Municipal Water District,2014,10,"52,914", 224 , 183 ,145,119,4
4010011,"Morro Bay, City of",2014,10,"10,234", 117 , 103 ,76,67,3
4110003,"Burlingame, City of",2014,10,"30,282", 152 , 124 ,99,80,2
5610063,Camrosa Water District,2014,10,"35,738", 269 , 245 ,227,159,4
3710027,Vista Irrigation District,2014,10,"124,293", 143 , 147 ,99,96,4
3310008,Mission Springs Water District,2014,10,"34,766", 216 , 216 ,141,141,10
3710034,Otay Water District,2014,10,"217,600", 139 , 147 ,75,96,4
4310004,"Gilroy, City of",2014,10,"52,413", 172 , 150 ,112,97,3
3610041,San Gabriel Valley Fontana Water Company,2014,10,"209,035", 196 , 193 ,127,125,4
3010027,"Orange, City of",2014,10,"138,640", 232 , 213 ,151,139,4
3610015,Crestline Village Water District,2014,10,"7,389", 90 , 80 ,76,52,9
1910098,Golden State Water Company Norwalk,2014,10,"44,466", 104 , 98 ,70,64,4
3010017,Laguna Beach County Water District,2014,10,"19,121", 172 , 169 ,113,111,4
0410002,California Water Service Company Chico District,2014,10,"100,931", 247 , 201 ,163,133,5
5610023,Ventura County Waterworks District No. 8,2014,10,"90,687", 234 , 216 ,155,142,4
4810003,"Fairfield, City of",2014,10,"105,392", 201 , 174 ,133,115,2
4510006,"Shasta Lake, City of",2014,10,"10,293", 217 , 166 ,217,110,5
5010013,City of Newman Water Department,2014,10,"10,668", 227 , 207 ,150,137,6
3010042,South Coast Water District,2014,10,"34,816", 178 , 176 ,118,116,4
1910155,Golden State Water Company Southwest,2014,10,"271,677", 100 , 96 ,66,64,4
5610017,"San Buenaventura, City of",2014,10,"113,478", 152 , 128 ,102,85,4
2410005,"Los Banos, City of",2014,10,"37,168", 204 , 198 ,206,132,6
3610004,West Valley Water District,2014,10,"72,444", 259 , 270 ,173,181,4
3310049,Western Municipal Water District of Riverside,2014,10,"96,139", 233 , 246 ,156,165,4
5610016,California Water Service Company Westlake,2014,10,"19,454", 422 , 417 ,283,279,4
1910028,Crescenta Valley Water District,2014,10,"31,612", 141 , 128 ,94,86,4
5610009,"Port Hueneme, City of",2014,10,"21,555", 95 , 84 ,63,56,4
5610018,Ventura County Waterworks District No 1,2014,10,"38,703", 308 , 289 ,206,194,4
3010038,"Santa Ana, City of",2014,10,"332,005", 109 , 107 ,73,72,4
3510001,"Hollister, City of",2014,10,"23,021", 147 , 122 ,99,82,3
4910017,"Windsor, Town of",2014,10,"28,234", 136 , 106 ,92,71,1
3310005,Desert Water Agency,2014,10,"119,704", 246 , 248 ,328,167,10
1910067,Los Angeles Department of Water and Power,2014,10,"3,935,257", 133 , 130 ,91,89,4
3010053,"Huntington Beach, City of",2014,10,"196,041", 149 , 136 ,101,93,4
3010094,Trabuco Canyon Water District,2014,10,"12,700", 233 , 251 ,159,171,4
3910011,"Tracy, City of",2014,10,"85,146", 202 , 163 ,138,111,6
1910026,"Compton, City of",2014,10,"81,963", 88 , 86 ,60,59,4
1910211,Park Water Company,2014,10,"133,000", 78 , 73 ,53,50,4
1910124,"Pasadena, City of",2014,10,"165,740", 193 , 183 ,131,124,4
4210007,Montecito Water District,2014,10,"13,500", 521 , 280 ,398,191,3
3610073,Hi-Desert Water District,2014,10,"24,601", 104 , 109 ,71,74,10
1910059,Suburban Water Systems Whittier/La Mirada,2014,10,"115,000", 189 , 177 ,130,122,4
4910009,"Santa Rosa, City of",2014,10,"170,093", 138 , 93 ,95,64,1
0110001,Alameda County Water District,2014,10,"340,000", 137 , 109 ,95,75,2
4210006,"Lompoc, City of",2014,10,"39,661", 121 , 105 ,84,72,3
1510003,California Water Service Company Bakersfield,2014,10,"276,806", 232 , 239 ,160,165,7
1910048,Castaic Lake Water Agency Santa Clarita Water Division,2014,10,"119,650", 228 , 208 ,157,143,4
4410017,Soquel Creek Water District,2014,10,"37,720", 104 , 81 ,72,56,3
4110023,"San Bruno, City of",2014,10,"43,798", 72 , 64 ,50,44,2
4410013,Scotts Valley Water District,2014,10,"10,309", 132 , 110 ,91,76,3
4910014,"Rohnert Park, City of",2014,10,"43,398", 126 , 93 ,87,64,1
1910186,California-American Water Company Los Angeles District,2014,10,"102,889", 214 , 202 ,147,139,4
3010100,"La Palma, City of",2014,10,"15,896", 131 , 116 ,85,80,4
5410010,"Porterville, City of",2014,10,"59,650", 218 , 178 ,150,123,7
3710021,San Dieguito Water District,2014,10,"36,959", 165 , 175 ,115,122,4
3710025,Sweetwater Authority,2014,10,"189,970", 101 , 100 ,69,70,4
1910146,"Santa Monica, City of",2014,10,"92,185", 143 , 141 ,100,99,4
4310011,San Jose Water Company,2014,10,"990,000", 143 , 119 ,100,84,2
5110002,"Yuba City, City of",2014,10,"65,372", 233 , 198 ,163,139,5
1310002,"Calexico, City of",2014,10,"40,516", 139 , 128 ,97,90,10
4810004,"Rio Vista, City of",2014,10,"8,324", 312 , 286 ,218,200,5
5410016,California Water Service Company Visalia,2014,10,"136,622", 226 , 204 ,158,143,7
1010018,"Kerman, City of",2014,10,"14,339", 222 , 204 ,176,143,7
3610052,Victorville Water District,2014,10,"116,218", 179 , 171 ,125,119,9
3610036,"Chino Hills, City of",2014,10,"74,738", 200 , 201 ,140,141,4
1910009,Valley County Water District,2014,10,"70,271", 107 , 102 ,75,72,4
3310007,"Coachella, City of",2014,10,"43,633", 167 , 142 ,117,100,10
3610038,"Rialto, City of",2014,10,"54,036", 178 , 188 ,138,132,4
1910051,"Inglewood, City of",2014,10,"92,386", 102 , 97 ,72,68,4
2410001,"Atwater, City of",2014,10,"29,500", 365 , 244 ,256,171,6
4910005,"Healdsburg, City of",2014,10,"11,564", 183 , 141 ,136,99,1
4510005,"Redding, City of",2014,10,"85,703", 294 , 221 ,206,155,5
3910007,"Ripon, City of",2014,10,"14,915", 356 , 315 ,251,222,6
3010035,Golden State Water Company Placentia,2014,10,"46,543", 156 , 147 ,111,104,4
3410001,Sacramento Suburban Water District,2014,10,"174,155", 204 , 178 ,192,127,5
0910002,South Tahoe Public Utilities District,2014,10,"33,124", 137 , 138 ,130,98,8
1910005,Los Angeles County Public Works Waterworks District 40,2014,10,"206,595", 217 , 219 ,167,155,9
3410029,Sacramento County Water Agency,2014,10,"161,923", 242 , 198 ,172,140,5
1910096,Newhall County Water District,2014,10,"45,036", 220 , 204 ,153,145,4
1110003,California Water Service Company Willows,2014,10,"7,058", 179 , 164 ,127,116,5
3910012,"Stockton, City of",2014,10,"173,953", 184 , 173 ,131,123,6
1910042,"Pico Rivera, City of",2014,10,"39,002", 120 , 117 ,108,83,4
0710009,Discovery Bay Community Services District,2014,10,"14,561", 259 , 208 ,238,148,6
1510012,Lamont Public Utility District,2014,10,"19,988", 177 , 168 ,138,119,7
0710004,"Brentwood, City of",2014,10,"54,741", 224 , 192 ,160,137,6
3010022,Golden State Water Company West Orange,2014,10,"111,904", 136 , 130 ,100,93,4
4110022,"Redwood City, City of",2014,10,"84,557", 104 , 76 ,74,54,2
3310003,"Blythe, City of",2014,10,"13,839", 220 , 226 ,157,162,10
1510031,"Bakersfield, City of",2014,10,"140,614", 327 , 308 ,234,221,7
1910011,Golden State Water Company Bell-Bell Gardens,2014,10,"57,934", 80 , 78 ,47,56,4
