Stem,Word
nous,nous
tranc,trance
class,class
outro,outro
landscap,landscape
stare,stare
prove,prove
stereo,stereo
urg,urge
están,están
skinni,skinny
gather,gather
stronger,stronger
sunris,sunrise
enää,enää
denk,denk
deni,deny
fiel,fiel
denn,denn
aquí,aquí
luci,lucy
hardcor,hardcore
coffe,coffee
wow,wow
fact,fact
bell,bells
affair,affair
juego,juego
dijo,dijo
entertain,entertain
frighten,frightened
weiter,weiter
mich,mich
anyway,anyway
dije,dije
brother,brother
más,más
bring,bring
passo,passo
niet,niet
empir,empire
bedroom,bedroom
slippin,slippin'
chicken,chicken
darkest,darkest
texa,texas
passa,passa
leg,legs
duck,duck
junto,junto
noit,noite
ha,ha
noir,noir
histoir,histoire
tire,tired
blowin,blowin'
illus,illusion
winner,winner
jar,jar
forev,forever
should,should
brighter,brighter
envi,envy
regga,reggae
suppos,supposed
jak,jak
tudo,tudo
pensar,pensar
fuel,fuel
jag,jag
piano,piano
local,local
hope,hope
meant,meant
workin,workin'
satisfact,satisfaction
vill,vill
familiar,familiar
dope,dope
disagre,disagree
ko,ko
fora,fora
beam,beam
bean,beans
rumbl,rumble
redeem,redeemed
tierra,tierra
ira,ira
increas,increase
leben,leben
sos,sos
lucki,lucky
endless,endless
gray,gray
viel,viel
cha,cha
organ,organ
h,h
possibl,possible
lala,lala
state,state
crow,crow
partir,partir
sha,sha
stuff,stuff
she,she
gran,gran
contain,contain
shi,shy
rein,rein
watchin,watchin'
hei,hei
view,view
toe,toes
perdido,perdido
solo,solo
prais,praise
bucket,bucket
frame,frame
pitch,pitch
apolog,apologize
dalla,dalla
disgust,disgust
powder,powder
stack,stack
joue,joue
jeden,jeden
closer,closer
contempl,contemplate
sehr,sehr
wire,wire
closet,closet
pui,puis
despu,despues
nuclear,nuclear
luz,luz
cruel,cruel
tend,tend
favor,favor
sublim,sublime
proof,proof
chemin,chemin
destini,destiny
spare,spare
progress,progress
neither,neither
lip,lips
même,même
junki,junkie
bought,bought
wollen,wollen
pipe,pipe
jos,jos
adió,adiós
jou,jou
merri,merry
amen,amen
joy,joy
sorrow,sorrow
notion,notion
där,där
então,então
entir,entire
joe,joe
key,key
disconnect,disconnected
precious,precious
souvenir,souvenirs
swift,swift
qual,qual
david,david
revers,reverse
drum,drum
ett,ett
weav,weave
joke,joke
despierto,despierto
la,la
equal,equal
drug,drugs
display,display
april,april
doorway,doorway
succeed,succeed
grain,grain
puls,pulse
passag,passage
ami,ami
swallow,swallow
darker,darker
afraid,afraid
glorious,glorious
aye,aye
comment,comment
vent,vent
ci,ci
jim,jim
co,co
author,authority
wall,wall
ca,ca
alla,alla
bis,bis
makin,makin'
ce,ce
walk,walk
reborn,reborn
solv,solve
laugh,laugh
cousin,cousin
respect,respect
oer,o'er
cansado,cansado
veux,veux
amigo,amigo
quit,quite
revolut,revolution
slowli,slowly
tread,tread
quis,quise
maid,maid
entend,entender
hoe,hoes
cent,cent
très,très
willi,willie
center,center
gaze,gaze
besid,beside
treat,treat
tv,tv
poet,poet
quil,qu'il
feather,feather
kitchen,kitchen
cheek,cheek
mike,mike
circus,circus
nickel,nickel
treasur,treasure
vom,vom
presenc,presence
face,face
protect,protect
meus,meus
señor,señor
siamo,siamo
hmm,hmm
lass,lass
mundo,mundo
bull,bull
ador,adore
general,general
present,present
questa,questa
brauch,brauch
holiday,holiday
heut,heute
comput,computer
plain,plain
harder,harder
as,as
will,will
defin,define
ar,ar
facil,facile
decept,deception
wild,wild
ku,ku
scene,scene
observ,observe
déjà,déjà
va,va
coz,coz
droit,droit
ve,ve
locura,locura
fondo,fondo
almost,almost
vi,vi
blood,blood
cultur,culture
morgen,morgen
fruit,fruit
lust,lust
girlfriend,girlfriend
lune,lune
motiv,motivation
vu,vu
raison,raison
thug,thug
partner,partner
clone,clone
mesmo,mesmo
halt,halt
tattoo,tattoo
uniti,unity
denial,denial
tas,t'as
welcom,welcome
parti,party
began,began
headlight,headlights
satisfi,satisfied
cross,cross
piu,piu'
handl,handle
cope,cope
dentro,dentro
auto,auto
underground,underground
easi,easy
about,about
cream,cream
nada,nada
womb,womb
tiempo,tiempo
ball,ball
slave,slave
siempr,siempre
dusk,dusk
pein,peine
comprend,comprender
tenga,tenga
drink,drink
upon,upon
effect,effect
cétait,c'était
romeo,romeo
beast,beast
vuelva,vuelvas
issu,issue
collid,collide
dust,dust
cigarett,cigarette
pourquoi,pourquoi
nation,nation
judgment,judgment
killer,killer
vuelvo,vuelvo
curv,curve
gutter,gutter
off,off
destino,destino
i,i
shotgun,shotgun
colour,colour
knowledg,knowledge
well,well
messiah,messiah
thought,thought
vet,vet
1,1
welt,welt
oft,oft
choos,choose
senza,senza
uno,uno
knight,knight
latest,latest
ny,n'y
distanc,distance
kiss,kiss
rocket,rocket
less,less
penso,penso
das,das
weekend,weekend
yall,y'all
mistaken,mistaken
gun,gun
momento,momento
já,já
perdu,perdu
tone,tone
paul,paul
glue,glue
papel,papel
distress,distress
web,web
quiero,quiero
weg,weg
wee,wee
devast,devastation
fellow,fellow
flee,flee
vida,vida
drunk,drunk
sky,sky
quiera,quiera
vide,vide
bullshit,bullshit
drew,drew
wer,wer
add,add
other,other
generat,generation
halo,halo
crack,crack
ohhh,ohhh
ley,ley
ought,ought
match,match
sich,sich
piel,piel
livin,livin'
fate,fate
rêves,rêves
admit,admit
haut,haut
piec,piece
llena,llena
historia,historia
cruz,cruz
ein,ein
five,five
know,know
unseen,unseen
desd,desde
paura,paura
realis,realise
tick,tick
infierno,infierno
betti,betty
loss,loss
like,like
lost,lost
incred,incredible
bibl,bible
corpor,corporate
clown,clown
bark,bark
chica,chica
cantando,cantando
heed,heed
lose,lose
chick,chick
juic,juice
soft,soft
page,page
candi,candy
taim,t'aime
shed,shed
pleur,pleure
captur,captured
mua,mua
matin,matin
thief,thief
hail,hail
recuerdo,recuerdo
hair,hair
homm,homme
daylight,daylight
får,får
reviv,revive
homi,homie
dizer,dizer
proper,proper
home,home
motivo,motivo
blade,blade
thiev,thieves
vraiment,vraiment
guid,guide
ess,esse
bet,bet
lead,lead
zwei,zwei
broad,broad
avoid,avoid
lean,lean
thank,thank
chapter,chapter
leap,leap
fountain,fountain
passion,passion
settl,settle
esa,esa
leau,l'eau
eso,eso
hunger,hunger
behav,behave
nake,naked
leader,leader
pued,puede
trap,trapped
birthday,birthday
peau,peau
puedo,puedo
obey,obey
worthi,worthy
pueda,pueda
ident,identity
bathroom,bathroom
parasit,parasite
singin,singin'
forgiv,forgive
glori,glory
although,although
instinct,instinct
despué,después
llama,llama
vengeanc,vengeance
swept,swept
stage,stage
throne,throne
cuerpo,cuerpo
sister,sister
quarter,quarter
rare,rare
knowin,knowin'
linger,linger
justic,justice
freedom,freedom
waist,waist
mä,mä
cleans,cleanse
thirti,thirty
courag,courage
chrome,chrome
fear,fear
swear,swear
hier,hier
sweat,sweat
avenu,avenue
fals,false
toma,toma
tomb,tomb
diablo,diablo
kann,kann
own,own
absolut,absolutely
societi,society
owe,owe
tight,tight
tortur,torture
perman,permanent
automat,automatic
luna,luna
weather,weather
lung,lungs
brush,brush
awhil,awhile
tristeza,tristeza
kinda,kinda
dug,dug
mere,mere
invad,invade
wollt,wollte
mississippi,mississippi
vai,vai
van,van
saben,saben
crave,crave
pictur,picture
personn,personne
esperando,esperando
aan,aan
spiral,spiral
feat,(feat.
threat,threat
appl,apple
tun,tun
inner,inner
también,también
ed,ed
var,var
vas,vas
quanto,quanto
stai,stai
mijn,mijn
buy,buy
north,north
noel,noel
innoc,innocent
tocar,tocar
bus,bus
brand,brand
deja,deja
wed,wedding
continu,continue
llevo,llevo
,
hi,hi
ho,ho
nut,nuts
whistl,whistle
grate,grateful
jai,j'ai
eas,ease
ear,ears
eat,eat
wherev,wherever
he,he
count,count
selfish,selfish
cu,cu
made,made
wise,wise
temp,temps
seit,seit
whether,whether
wish,wish
j,j
smooth,smooth
flip,flip
troubl,trouble
whoa,whoa
record,record
below,below
belov,beloved
limit,limit
hesit,hesitate
beau,beau
cake,cake
quizá,quizás
problem,problem
sein,sein
duro,duro
cmon,c'mon
pin,pin
int,inte
whisper,whisper
dure,during
gira,gira
pie,pie
dura,dura
pig,pig
twist,twist
cap,cap
jenni,jenny
mejor,mejor
ink,ink
manchmal,manchmal
penni,penny
pit,pit
happen,happen
beckon,beckon
alegria,alegria
groov,groove
coisa,coisa
lalala,lalala
menschen,menschen
seul,seul
boot,boots
cave,cave
40,40
saviour,saviour
book,book
seus,seus
futur,future
sick,sick
niemal,niemals
behold,behold
out,out
talkin,talkin'
reckless,reckless
adam,adam
fiesta,fiesta
genau,genau
junk,junk
repeat,repeat
star,stars
monday,monday
grito,grito
vega,vegas
june,june
jung,junge
guardo,guardo
reput,reputation
unser,unsere
stab,stab
attempt,attempt
ese,ese
throughout,throughout
basement,basement
veil,veil
humbl,humble
vein,veins
goin,goin'
ghost,ghost
–,–
sólo,sólo
4x,(4x)
pode,pode
aún,aún
jewel,jewels
sarà,sarà
rule,rules
paranoia,paranoia
vuoi,vuoi
fifti,fifty
raven,raven
là,là
lá,lá
allein,allein
yell,yell
at,at
confess,confess
sincer,sincere
richard,richard
