congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age,,
111,house,B001234,Joe,,Baca,,1/23/1947,CA,D,Yes,1/6/2009,62,,
111,house,B000490,Sanford,D.,Bishop,Jr.,2/4/1947,GA,D,Yes,1/6/2009,61.9,,
111,house,E000179,Eliot,L.,Engel,,2/18/1947,NY,D,Yes,1/6/2009,61.9,,
111,house,B001251,George,Kenneth,Butterfield,Jr.,4/27/1947,NC,D,Yes,1/6/2009,61.7,,
111,house,S000185,Robert,C.,Scott,,4/30/1947,VA,D,Yes,1/6/2009,61.7,,
111,house,W000800,Peter,,Welch,,5/2/1947,VT,D,Yes,1/6/2009,61.7,,
111,house,D000191,Peter,A.,DeFazio,,5/27/1947,OR,D,Yes,1/6/2009,61.6,,
111,house,N000002,Jerrold,L.,Nadler,,6/13/1947,NY,D,Yes,1/6/2009,61.6,,
111,house,R000409,Dana,T.,Rohrabacher,,6/21/1947,CA,R,Yes,1/6/2009,61.5,,
111,house,A000358,W.,Todd,Akin,,7/5/1947,MO,R,Yes,1/6/2009,61.5,,
111,house,D000533,John,J.,Duncan,Jr.,7/21/1947,TN,R,Yes,1/6/2009,61.5,,
111,house,W000795,Joe,G.,Wilson,,7/31/1947,SC,R,Yes,1/6/2009,61.4,,
111,house,G000553,Al,,Green,,9/1/1947,TX,D,Yes,1/6/2009,61.3,,
111,house,K000363,John,Paul,Kline,,9/6/1947,MN,R,Yes,1/6/2009,61.3,,
111,house,S000672,Victor,F.,Snyder,,9/27/1947,AR,D,Yes,1/6/2009,61.3,,
111,house,M001161,Charles,J.,Melancon,,10/3/1947,LA,D,Yes,1/6/2009,61.3,,
111,house,G000410,Gene,Eugene,Green,,10/17/1947,TX,D,Yes,1/6/2009,61.2,,
111,house,H001042,Mazie,K.,Hirono,,11/3/1947,HI,D,Yes,1/6/2009,61.2,,
111,house,Y000062,John,A.,Yarmuth,,11/4/1947,KY,D,Yes,1/6/2009,61.2,,
111,house,S000583,Lamar,S.,Smith,,11/19/1947,TX,R,Yes,1/6/2009,61.1,,
111,house,P000599,Bill,,Posey,,12/18/1947,FL,R,No,1/6/2009,61.1,,
111,house,L000397,Zoe,,Lofgren,,12/21/1947,CA,D,Yes,1/6/2009,61,,
111,house,B000013,Spencer,Thomas,Bachus,III,12/28/1947,AL,R,Yes,1/6/2009,61,,
111,house,T000193,Bennie,G.,Thompson,,1/28/1948,MS,D,Yes,1/6/2009,60.9,,
111,house,G000551,Raúl,M.,Grijalva,,2/19/1948,AZ,D,Yes,1/6/2009,60.9,,
111,house,M001146,James,,Marshall,,3/31/1948,GA,D,Yes,1/6/2009,60.8,,
111,house,C001062,K.,Michael,Conaway,,6/11/1948,TX,R,Yes,1/6/2009,60.6,,
111,house,L000111,Tom,P.,Latham,,7/14/1948,IA,R,Yes,1/6/2009,60.5,,
111,house,L000557,John,B.,Larson,,7/22/1948,CT,D,Yes,1/6/2009,60.5,,
111,house,H001039,John,J.,Hall,,7/23/1948,NY,D,Yes,1/6/2009,60.5,,
111,house,B000574,Earl,,Blumenauer,,8/16/1948,OR,D,Yes,1/6/2009,60.4,,
111,house,P000592,Ted,,Poe,,9/10/1948,TX,R,Yes,1/6/2009,60.3,,
111,house,M000472,John,M.,McHugh,,9/29/1948,NY,R,Yes,1/6/2009,60.3,,
111,house,S001162,Allyson,Y.,Schwartz,,10/3/1948,PA,D,Yes,1/6/2009,60.3,,
111,house,H001032,Rush,D.,Holt,,10/15/1948,NJ,D,Yes,1/6/2009,60.2,,
111,house,M001139,Gary,G.,Miller,,10/16/1948,CA,R,Yes,1/6/2009,60.2,,
111,house,O000169,William,L.,Owens,,1/20/1949,NY,D,No,1/6/2009,60,,
111,house,G000309,Barton,Jennings,Gordon,,1/24/1949,TN,D,Yes,1/6/2009,60,,
111,house,N000015,Richard,E.,Neal,,2/14/1949,MA,D,Yes,1/6/2009,59.9,,
111,house,H001040,Phil,,Hare,,2/21/1949,IL,D,Yes,1/6/2009,59.9,,
111,house,C001053,Tom,,Cole,,4/28/1949,OK,R,Yes,1/6/2009,59.7,,
111,house,K000372,Mary Jo,,Kilroy,,4/30/1949,OH,D,No,1/6/2009,59.7,,
111,house,R000011,Nick,J.,Rahall,II,5/20/1949,WV,D,Yes,1/6/2009,59.6,,
111,house,C001068,Steve,,Cohen,,5/24/1949,TN,D,Yes,1/6/2009,59.6,,
111,house,K000362,Steve,A.,King,,5/28/1949,IA,R,Yes,1/6/2009,59.6,,
111,house,T000469,Paul,,Tonko,,6/18/1949,NY,D,No,1/6/2009,59.6,,
111,house,T000466,Harry,,Teague,,6/29/1949,NM,D,No,1/6/2009,59.5,,
111,house,V000108,Peter,J.,Visclosky,,8/13/1949,IN,D,Yes,1/6/2009,59.4,,
111,house,B000213,Joe,Linus,Barton,,9/15/1949,TX,R,Yes,1/6/2009,59.3,,
111,house,C000794,Jerry,F.,Costello,,9/25/1949,IL,D,Yes,1/6/2009,59.3,,
111,house,S000275,John,B.,Shadegg,,10/22/1949,AZ,R,Yes,1/6/2009,59.2,,
111,house,B000589,John,A.,Boehner,,11/17/1949,OH,R,Yes,1/6/2009,59.1,,
111,house,K000365,Steve,,Kagen,,12/12/1949,WI,D,Yes,1/6/2009,59.1,,
111,house,N000182,Randy,,Neugebauer,,12/24/1949,TX,R,Yes,1/6/2009,59,,
111,house,B000575,Roy,,Blunt,,1/10/1950,MO,R,Yes,1/6/2009,59,,
111,house,J000032,Sheila,,Jackson Lee,,1/12/1950,TX,D,Yes,1/6/2009,59,,
111,house,K000368,Ann,,Kirkpatrick,,3/24/1950,AZ,D,No,1/6/2009,58.8,,
111,house,C001078,Gerald,E.,Connolly,,3/30/1950,VA,D,No,1/6/2009,58.8,,
111,house,W000796,Lynn,A.,Westmoreland,,4/2/1950,GA,R,Yes,1/6/2009,58.8,,
111,house,S001175,Jackie,,Speier,,5/14/1950,CA,D,Yes,1/6/2009,58.7,,
111,house,T000468,Dina,,Titus,,5/23/1950,NV,D,No,1/6/2009,58.6,,
111,house,B001242,Timothy,H.,Bishop,,6/1/1950,NY,D,Yes,1/6/2009,58.6,,
111,house,S001143,Mark,Edward,Souder,,7/18/1950,IN,R,Yes,1/6/2009,58.5,,
111,house,R000578,David,G.,Reichert,,8/29/1950,WA,R,Yes,1/6/2009,58.4,,
111,house,S001148,Michael,K.,Simpson,,9/8/1950,ID,R,Yes,1/6/2009,58.3,,
111,house,E000172,Jo Ann,H.,Emerson,,9/16/1950,MO,R,Yes,1/6/2009,58.3,,
111,house,B001236,John,,Boozman,,12/10/1950,AR,R,Yes,1/6/2009,58.1,,
111,house,B001248,Michael,C.,Burgess,,12/23/1950,TX,R,Yes,1/6/2009,58,,
111,house,C000984,Elijah,E.,Cummings,,1/18/1951,MD,D,Yes,1/6/2009,58,,
111,house,B001231,Shelley,,Berkley,,1/20/1951,NV,D,Yes,1/6/2009,58,,
111,house,T000460,Mike,Michael,Thompson,,1/24/1951,CA,D,Yes,1/6/2009,58,,
111,house,S001165,Albio,,Sires,,1/26/1951,NJ,D,Yes,1/6/2009,57.9,,
111,house,B000461,Brian,P.,Bilbray,,1/28/1951,CA,R,Yes,1/6/2009,57.9,,
111,house,K000369,Larry,,Kissell,,1/31/1951,NC,D,No,1/6/2009,57.9,,
111,house,I000026,Jay,,Inslee,,2/9/1951,WA,D,Yes,1/6/2009,57.9,,
111,house,M001158,Kenny,Ewell,Marchant,,2/23/1951,TX,R,Yes,1/6/2009,57.9,,
111,house,H001043,Paul,W.,Hodes,,3/21/1951,NH,D,Yes,1/6/2009,57.8,,
111,house,M001160,Gwen,,Moore,,4/18/1951,WI,D,Yes,1/6/2009,57.7,,
111,house,B001260,Vern,,Buchanan,,5/8/1951,FL,R,Yes,1/6/2009,57.7,,
111,house,T000260,Todd,,Tiahrt,,6/15/1951,KS,R,Yes,1/6/2009,57.6,,
111,house,M001166,Jerry,,McNerney,,6/18/1951,CA,D,Yes,1/6/2009,57.6,,
111,house,F000456,John,,Fleming,,7/5/1951,LA,R,No,1/6/2009,57.5,,
111,house,B001250,Rob,,Bishop,,7/13/1951,UT,R,Yes,1/6/2009,57.5,,
111,house,T000266,John,F.,Tierney,,9/18/1951,MA,D,Yes,1/6/2009,57.3,,
111,house,R000487,Edward,R.,Royce,,10/12/1951,CA,R,Yes,1/6/2009,57.2,,
111,house,S001180,Kurt,,Schrader,,10/19/1951,OR,D,No,1/6/2009,57.2,,
111,house,P000034,Frank,J.,Pallone,Jr.,10/30/1951,NJ,D,Yes,1/6/2009,57.2,,
111,house,T000057,Ellen,O.,Tauscher,,11/15/1951,CA,D,Yes,1/6/2009,57.1,,
111,house,E000063,Thomas,,Edwards,,11/24/1951,TX,D,Yes,1/6/2009,57.1,,
111,house,S001164,Jean,,Schmidt,,11/29/1951,OH,R,Yes,1/6/2009,57.1,,
111,house,S001169,Joe,,Sestak,,12/12/1951,PA,D,Yes,1/6/2009,57.1,,
111,house,C001037,Michael,E.,Capuano,,1/9/1952,MA,D,Yes,1/6/2009,57,,
111,house,F000445,J.,Randy,Forbes,,2/17/1952,VA,R,Yes,1/6/2009,56.9,,
111,house,S001045,Bart,T.,Stupak,,2/29/1952,MI,D,Yes,1/6/2009,56.9,,
111,house,C001059,Jim,,Costa,,4/13/1952,CA,D,Yes,1/6/2009,56.7,,
111,house,L000569,Blaine,,Luetkemeyer,,5/7/1952,MO,R,No,1/6/2009,56.7,,
111,house,B001243,Marsha,W.,Blackburn,,6/6/1952,TN,R,Yes,1/6/2009,56.6,,
111,house,L000567,Leonard,,Lance,,6/25/1952,NJ,R,No,1/6/2009,56.5,,
111,house,D000492,David,T.,Dreier,,7/5/1952,CA,R,Yes,1/6/2009,56.5,,
111,house,R000435,Ileana,,Ros-Lehtinen,,7/15/1952,FL,R,Yes,1/6/2009,56.5,,
111,house,B001264,Bobby,,Bright,,7/21/1952,AL,D,No,1/6/2009,56.5,,
111,house,P000422,Earl,Ralph,Pomeroy,,9/2/1952,ND,D,Yes,1/6/2009,56.3,,
111,house,M001151,Tim,,Murphy,,9/11/1952,PA,R,Yes,1/6/2009,56.3,,
111,house,G000289,Bob,W.,Goodlatte,,9/22/1952,VA,R,Yes,1/6/2009,56.3,,
111,house,R000462,Steven,R.,Rothman,,10/14/1952,NJ,D,Yes,1/6/2009,56.2,,
111,house,F000455,Marcia,L.,Fudge,,10/29/1952,OH,D,Yes,1/6/2009,56.2,,
111,house,S001170,Carol,,Shea-Porter,,12/2/1952,NH,D,Yes,1/6/2009,56.1,,
111,house,L000565,David,,Loebsack,,12/23/1952,IA,D,Yes,1/6/2009,56,,
111,house,S000522,Christopher,H.,Smith,,3/4/1953,NJ,R,Yes,1/6/2009,55.8,,
111,house,V000081,Nydia,M.,Velázquez,,3/28/1953,NY,D,Yes,1/6/2009,55.8,,
111,house,C001069,Joe,,Courtney,,4/6/1953,CT,D,Yes,1/6/2009,55.8,,
111,house,U000031,Fred,Stephen,Upton,,4/23/1953,MI,R,Yes,1/6/2009,55.7,,
111,house,P000593,Ed,,Perlmutter,,5/1/1953,CO,D,Yes,1/6/2009,55.7,,
111,house,M001154,R.,Bradley,Miller,,5/19/1953,NC,D,Yes,1/6/2009,55.6,,
111,house,C000059,Ken,S.,Calvert,,6/8/1953,CA,R,Yes,1/6/2009,55.6,,
111,house,H001030,Baron,P.,Hill,,6/23/1953,IN,D,Yes,1/6/2009,55.5,,
111,house,C001080,Judy,M.,Chu,,7/7/1953,CA,D,No,1/6/2009,55.5,,
111,house,C000071,Dave,Lee,Camp,,7/9/1953,MI,R,Yes,1/6/2009,55.5,,
111,house,S001158,John,Tony,Salazar,,7/21/1953,CO,D,Yes,1/6/2009,55.5,,
111,house,D000482,Michael,F.,Doyle,Jr.,8/5/1953,PA,D,Yes,1/6/2009,55.4,,
111,house,G000552,Louie,B.,Gohmert,Jr.,8/18/1953,TX,R,Yes,1/6/2009,55.4,,
111,house,T000074,Gene,,Taylor,,9/17/1953,MS,D,Yes,1/6/2009,55.3,,
111,house,M001137,Gregory,W.,Meeks,,9/25/1953,NY,D,Yes,1/6/2009,55.3,,
111,house,H000676,Peter,,Hoekstra,,10/30/1953,MI,R,Yes,1/6/2009,55.2,,
111,house,I000056,Darrell,E.,Issa,,11/1/1953,CA,R,Yes,1/6/2009,55.2,,
111,house,C001047,Shelley,Moore,Capito,,11/26/1953,WV,R,Yes,1/6/2009,55.1,,
111,house,G000535,Luis,V.,Gutiérrez,,12/10/1953,IL,D,Yes,1/6/2009,55.1,,
111,house,M001150,Candice,S.,Miller,,5/7/1954,MI,R,Yes,1/6/2009,54.7,,
111,house,L000564,Doug,,Lamborn,,5/24/1954,CO,R,Yes,1/6/2009,54.6,,
111,house,M000934,Jerry,,Moran,,5/29/1954,KS,R,Yes,1/6/2009,54.6,,
111,house,C000754,Jim,,Cooper,,6/19/1954,TN,D,Yes,1/6/2009,54.6,,
111,house,M001143,Betty,Louise,McCollum,,7/12/1954,MN,D,Yes,1/6/2009,54.5,,
111,house,L000553,Steven,C.,LaTourette,,7/22/1954,OH,R,Yes,1/6/2009,54.5,,
111,house,D000299,Lincoln,,Diaz-Balart,,8/13/1954,FL,R,Yes,1/6/2009,54.4,,
111,house,L000571,Cynthia,M.,Lummis,,9/10/1954,WY,R,No,1/6/2009,54.3,,
111,house,J000288,Henry,C.,Johnson,Jr.,10/2/1954,GA,D,Yes,1/6/2009,54.3,,
111,house,P000591,Tom,,Price,,10/8/1954,GA,R,Yes,1/6/2009,54.2,,
111,house,S000344,Brad,J.,Sherman,,10/24/1954,CA,D,Yes,1/6/2009,54.2,,
111,house,F000453,Mary,,Fallin,,12/9/1954,OK,R,Yes,1/6/2009,54.1,,
111,house,M001149,Michael,H.,Michaud,,1/18/1955,ME,D,Yes,1/6/2009,54,,
111,house,G000549,Jim,,Gerlach,,2/25/1955,PA,R,Yes,1/6/2009,53.9,,
111,house,C001077,Mike,,Coffman,,3/19/1955,CO,R,No,1/6/2009,53.8,,
111,house,S000250,Pete,A.,Sessions,,3/22/1955,TX,R,Yes,1/6/2009,53.8,,
111,house,L000562,Stephen,F.,Lynch,,3/31/1955,MA,D,Yes,1/6/2009,53.8,,
111,house,P000597,Chellie,,Pingree,,4/2/1955,ME,D,No,1/6/2009,53.8,,
111,house,W000793,David,,Wu,,4/8/1955,OR,D,Yes,1/6/2009,53.7,,
111,house,B000755,Kevin,P.,Brady,,4/11/1955,TX,R,Yes,1/6/2009,53.7,,
111,house,K000220,Jack,,Kingston,,4/24/1955,GA,R,Yes,1/6/2009,53.7,,
111,house,R000004,George,P.,Radanovich,,6/20/1955,CA,R,Yes,1/6/2009,53.5,,
111,house,C001064,John,Bayard Taylor,Campbell,III,7/19/1955,CA,R,Yes,1/6/2009,53.5,,
111,house,C001063,Henry,,Cuellar,,9/19/1955,TX,D,Yes,1/6/2009,53.3,,
111,house,D000607,Joe,,Donnelly,,9/28/1955,IN,D,Yes,1/6/2009,53.3,,
111,house,R000571,Dennis,,Rehberg,,10/5/1955,MT,R,Yes,1/6/2009,53.3,,
111,house,F000454,Bill,,Foster,,10/7/1955,IL,D,Yes,1/6/2009,53.3,,
111,house,B001252,John,,Barrow,,10/31/1955,GA,D,Yes,1/6/2009,53.2,,
111,house,B001255,Charles,W.,Boustany,Jr.,2/21/1956,LA,R,Yes,1/6/2009,52.9,,
111,house,B001229,Brian,N.,Baird,,3/7/1956,WA,D,Yes,1/6/2009,52.8,,
111,house,B001256,Michele,Marie,Bachmann,,4/6/1956,MN,R,Yes,1/6/2009,52.8,,
111,house,L000566,Robert,E.,Latta,,4/18/1956,OH,R,Yes,1/6/2009,52.7,,
111,house,M001172,Betsy,,Markey,,4/27/1956,CO,D,No,1/6/2009,52.7,,
111,house,H001045,Gregg,,Harper,,6/1/1956,MS,R,No,1/6/2009,52.6,,
111,house,M001177,Tom,,McClintock,,7/10/1956,CA,R,No,1/6/2009,52.5,,
111,house,C001049,Wm.,Lacy,Clay,Jr.,7/27/1956,MO,D,Yes,1/6/2009,52.4,,
111,house,M000485,Mike,,McIntyre,,8/6/1956,NC,D,Yes,1/6/2009,52.4,,
111,house,C001048,John,Abney,Culberson,,8/24/1956,TX,R,Yes,1/6/2009,52.4,,
111,house,F000043,Chaka,,Fattah,,11/21/1956,PA,D,Yes,1/6/2009,52.1,,
111,house,W000791,Greg,P.,Walden,,1/10/1957,OR,R,Yes,1/6/2009,52,,
111,house,H000712,Tim,,Holden,,3/5/1957,PA,D,Yes,1/6/2009,51.8,,
111,house,H001036,Jeb,,Hensarling,,5/29/1957,TX,R,Yes,1/6/2009,51.6,,
111,house,F000448,Trent,,Franks,,6/19/1957,AZ,R,Yes,1/6/2009,51.6,,
111,house,K000366,Ron,,Klein,,7/10/1957,FL,D,Yes,1/6/2009,51.5,,
111,house,D000197,Diana,L.,DeGette,,7/29/1957,CO,D,Yes,1/6/2009,51.4,,
111,house,A000210,Robert,E.,Andrews,,8/4/1957,NJ,D,Yes,1/6/2009,51.4,,
111,house,M001174,Michael,E.,McMahon,,9/12/1957,NY,D,No,1/6/2009,51.3,,
111,house,C001075,Bill,,Cassidy,,9/28/1957,LA,R,No,1/6/2009,51.3,,
111,house,S001153,Hilda,L.,Solis,,10/20/1957,CA,D,Yes,1/6/2009,51.2,,
111,house,W000119,Zach,,Wamp,,10/28/1957,TN,R,Yes,1/6/2009,51.2,,
111,house,B001259,Bruce,L.,Braley,,10/30/1957,IA,D,Yes,1/6/2009,51.2,,
111,house,D000608,Kathleen,A.,Dahlkemper,,12/10/1957,PA,D,No,1/6/2009,51.1,,
111,house,B000287,Xavier,,Becerra,,1/26/1958,CA,D,Yes,1/6/2009,50.9,,
111,house,S000364,John,M.,Shimkus,,2/21/1958,IL,R,Yes,1/6/2009,50.9,,
111,house,H001044,Deborah,L.,Halvorson,,3/1/1958,IL,D,No,1/6/2009,50.9,,
111,house,G000556,Alan,,Grayson,,3/13/1958,FL,D,No,1/6/2009,50.8,,
111,house,C001074,Travis,W.,Childers,,3/29/1958,MS,D,Yes,1/6/2009,50.8,,
111,house,I000057,Steve,J.,Israel,,5/30/1958,NY,D,Yes,1/6/2009,50.6,,
111,house,E000290,Donna,F.,Edwards,,6/28/1958,MD,D,Yes,1/6/2009,50.5,,
111,house,C001060,Russ,,Carnahan,,7/10/1958,MO,D,Yes,1/6/2009,50.5,,
111,house,T000238,Mac,M.,Thornberry,,7/15/1958,TX,R,Yes,1/6/2009,50.5,,
111,house,R000575,Mike,,Rogers,,7/16/1958,AL,R,Yes,1/6/2009,50.5,,
111,house,E000289,Brad,,Ellsworth,,9/11/1958,IN,D,Yes,1/6/2009,50.3,,
111,house,A000365,Steve,,Austria,,10/12/1958,OH,R,No,1/6/2009,50.2,,
111,house,Q000023,Mike,,Quigley,,10/17/1958,IL,D,No,1/6/2009,50.2,,
111,house,D000603,Geoff,,Davis,,10/26/1958,KY,R,Yes,1/6/2009,50.2,,
111,house,B001203,Stephen,E.,Buyer,,11/26/1958,IN,R,Yes,1/6/2009,50.1,,
111,house,P000595,Gary,C.,Peters,,12/1/1958,MI,D,No,1/6/2009,50.1,,
111,house,V000128,Chris,,Van Hollen,Jr.,1/10/1959,MD,D,Yes,1/6/2009,50,,
111,house,W000804,Robert,J.,Wittman,,2/3/1959,VA,R,Yes,1/6/2009,49.9,,
111,house,C001065,Christopher,P.,Carney,,3/2/1959,PA,D,Yes,1/6/2009,49.9,,
111,house,C001050,Dennis,A.,Cardoza,,3/31/1959,CA,D,Yes,1/6/2009,49.8,,
111,house,P000587,Mike,,Pence,,6/7/1959,IN,R,Yes,1/6/2009,49.6,,
111,house,A000363,Michael,A.,Arcuri,,6/11/1959,NY,D,Yes,1/6/2009,49.6,,
111,house,M001144,Jeff,,Miller,,6/27/1959,FL,R,Yes,1/6/2009,49.5,,
111,house,G000548,Scott,,Garrett,,7/9/1959,NJ,R,Yes,1/6/2009,49.5,,
111,house,T000467,Glenn,,Thompson,,7/27/1959,PA,R,No,1/6/2009,49.4,,
111,house,A000364,John,H.,Adler,,8/23/1959,NJ,D,No,1/6/2009,49.4,,
111,house,C001058,Ben,,Chandler,,9/12/1959,KY,D,Yes,1/6/2009,49.3,,
111,house,K000360,Mark,Steven,Kirk,,9/15/1959,IL,R,Yes,1/6/2009,49.3,,
111,house,M001173,Eric,J. J.,Massa,,9/16/1959,NY,D,No,1/6/2009,49.3,,
111,house,H001038,Brian,M.,Higgins,,10/6/1959,NY,D,Yes,1/6/2009,49.3,,
111,house,I000023,Bob,,Inglis,,10/11/1959,SC,R,Yes,1/6/2009,49.2,,
111,house,B001244,Jo,,Bonner,,11/19/1959,AL,R,Yes,1/6/2009,49.1,,
111,house,M000312,James,P.,McGovern,,11/20/1959,MA,D,Yes,1/6/2009,49.1,,
111,house,L000491,Frank,D.,Lucas,,1/6/1960,OK,R,Yes,1/6/2009,49,,
111,house,S000030,Loretta,B.,Sanchez,,1/7/1960,CA,D,Yes,1/6/2009,49,,
111,house,T000463,Michael,R.,Turner,,1/11/1960,OH,R,Yes,1/6/2009,49,,
111,house,M001142,Jim,,Matheson,,3/21/1960,UT,D,Yes,1/6/2009,48.8,,
111,house,H001041,Dean,,Heller,,5/10/1960,NV,R,Yes,1/6/2009,48.7,,
111,house,D000604,Charles,W.,Dent,,5/24/1960,PA,R,Yes,1/6/2009,48.6,,
111,house,S001150,Adam,B.,Schiff,,6/22/1960,CA,D,Yes,1/6/2009,48.5,,
111,house,F000449,Jeff,Lane,Fortenberry,,12/27/1960,NE,R,Yes,1/6/2009,48,,
111,house,W000314,Robert,,Wexler,,1/2/1961,FL,D,Yes,1/6/2009,48,,
111,house,S001154,Bill,,Shuster,,1/10/1961,PA,R,Yes,1/6/2009,48,,
111,house,S001173,Zachary,T.,Space,,1/27/1961,OH,D,Yes,1/6/2009,47.9,,
111,house,B001239,James,Gresham,Barrett,,2/14/1961,SC,R,Yes,1/6/2009,47.9,,
111,house,R000573,Mike,,Ross,,8/2/1961,AR,D,Yes,1/6/2009,47.4,,
111,house,R000580,Peter,J.,Roskam,,9/13/1961,IL,R,Yes,1/6/2009,47.3,,
111,house,D000600,Mario,,Diaz-Balart,,9/25/1961,FL,R,Yes,1/6/2009,47.3,,
111,house,S001178,Mark,H.,Schauer,,10/2/1961,MI,D,No,1/6/2009,47.3,,
111,house,B001228,Mary,Whitaker,Bono Mack,,10/24/1961,CA,R,Yes,1/6/2009,47.2,,
111,house,C001081,Mark,S.,Critz,,1/5/1962,PA,D,No,1/6/2009,47,,
111,house,M001157,Michael,T.,McCaul,,1/14/1962,TX,R,Yes,1/6/2009,47,,
111,house,B001253,Melissa,L.,Bean,,1/22/1962,IL,D,Yes,1/6/2009,47,,
111,house,T000459,Lee,R.,Terry,,1/29/1962,NE,R,Yes,1/6/2009,46.9,,
111,house,B001230,Tammy,,Baldwin,,2/11/1962,WI,D,Yes,1/6/2009,46.9,,
111,house,P000585,Todd,R.,Platts,,3/5/1962,PA,R,Yes,1/6/2009,46.8,,
111,house,C001038,Joseph,,Crowley,,3/16/1962,NY,D,Yes,1/6/2009,46.8,,
111,house,R000581,Laura,,Richardson,,4/14/1962,CA,D,Yes,1/6/2009,46.7,,
111,house,S001168,John,P.,Sarbanes,,5/22/1962,MD,D,Yes,1/6/2009,46.6,,
111,house,T000462,Patrick,J.,Tiberi,,10/21/1962,OH,R,Yes,1/6/2009,46.2,,
111,house,O000168,Pete,,Olson,,12/9/1962,TX,R,No,1/6/2009,46.1,,
111,house,F000444,Jeff,,Flake,,12/31/1962,AZ,R,Yes,1/6/2009,46,,
111,house,B001257,Gus,M.,Bilirakis,,2/8/1963,FL,R,Yes,1/6/2009,45.9,,
111,house,K000188,Ron,James,Kind,,3/16/1963,WI,D,Yes,1/6/2009,45.8,,
111,house,R000572,Mike,,Rogers,,6/2/1963,MI,R,Yes,1/6/2009,45.6,,
111,house,C001046,Eric,I.,Cantor,,6/6/1963,VA,R,Yes,1/6/2009,45.6,,
111,house,J000290,Lynn,,Jenkins,,6/10/1963,KS,R,No,1/6/2009,45.6,,
111,house,S001174,Betty,,Sutton,,7/31/1963,OH,D,Yes,1/6/2009,45.4,,
111,house,E000288,Keith,Maurice,Ellison,,8/4/1963,MN,D,Yes,1/6/2009,45.4,,
111,house,G000546,Sam,B.,Graves,,11/7/1963,MO,R,Yes,1/6/2009,45.2,,
111,house,J000289,Jim,,Jordan,,2/17/1964,OH,R,Yes,1/6/2009,44.9,,
111,house,G000558,Brett,,Guthrie,,2/18/1964,KY,R,No,1/6/2009,44.9,,
111,house,L000568,Christopher,John,Lee,,4/1/1964,NY,R,No,1/6/2009,44.8,,
111,house,W000799,Timothy,James,Walz,,4/6/1964,MN,D,Yes,1/6/2009,44.8,,
111,house,L000559,James,R.,Langevin,,4/22/1964,RI,D,Yes,1/6/2009,44.7,,
111,house,W000792,Anthony,David,Weiner,,9/4/1964,NY,D,Yes,1/6/2009,44.3,,
111,house,C001067,Yvette,D.,Clarke,,11/21/1964,NY,D,Yes,1/6/2009,44.1,,
111,house,S001155,John,A.,Sullivan,,1/1/1965,OK,R,Yes,1/6/2009,44,,
111,house,M001165,Kevin,,McCarthy,,1/26/1965,CA,R,Yes,1/6/2009,43.9,,
111,house,J000283,Jesse,Louis,Jackson,Jr.,3/11/1965,IL,D,Yes,1/6/2009,43.8,,
111,house,P000594,Erik,,Paulsen,,5/14/1965,MN,R,No,1/6/2009,43.6,,
111,house,L000560,Rick,,Larsen,,6/15/1965,WA,D,Yes,1/6/2009,43.6,,
111,house,S000510,Adam,,Smith,,6/15/1965,WA,D,Yes,1/6/2009,43.6,,
111,house,A000055,Robert,B.,Aderholt,,7/22/1965,AL,R,Yes,1/6/2009,43.5,,
111,house,M001147,Thaddeus,G.,McCotter,,8/22/1965,MI,R,Yes,1/6/2009,43.4,,
111,house,S001176,Steve,Joseph,Scalise,,10/6/1965,LA,R,Yes,1/6/2009,43.3,,
111,house,D000610,Theodore,E.,Deutch,,5/7/1966,FL,D,No,1/6/2009,42.7,,
111,house,D000609,Steve,,Driehaus,,6/24/1966,OH,D,No,1/6/2009,42.5,,
111,house,H001047,James,A.,Himes,,7/5/1966,CT,D,No,1/6/2009,42.5,,
111,house,L000563,Daniel,William,Lipinski,,7/15/1966,IL,D,Yes,1/6/2009,42.5,,
111,house,C001066,Kathy,,Castor,,8/20/1966,FL,D,Yes,1/6/2009,42.4,,
111,house,M001148,Kendrick,Brett,Meek,,9/6/1966,FL,D,Yes,1/6/2009,42.3,,
111,house,W000797,Debbie,,Wasserman Schultz,,9/27/1966,FL,D,Yes,1/6/2009,42.3,,
111,house,G000555,Kirsten,E.,Gillibrand,,12/9/1966,NY,D,Yes,1/6/2009,42.1,,
111,house,C001079,Anh,,Cao,,3/13/1967,LA,R,No,1/6/2009,41.8,,
111,house,C001076,Jason,,Chaffetz,,3/26/1967,UT,R,No,1/6/2009,41.8,,
111,house,K000113,Patrick,Joseph,Kennedy,,7/14/1967,RI,D,Yes,1/6/2009,41.5,,
111,house,M001155,Connie,,Mack,IV,8/12/1967,FL,R,Yes,1/6/2009,41.4,,
111,house,D000602,Artur,,Davis,,10/9/1967,AL,D,Yes,1/6/2009,41.2,,
111,house,A000362,Jason,,Altmire,,3/7/1968,PA,D,Yes,1/6/2009,40.8,,
111,house,K000371,Frank,,Kratovil,Jr.,5/29/1968,MD,D,No,1/6/2009,40.6,,
111,house,M001171,Daniel,B.,Maffei,,7/4/1968,NY,D,No,1/6/2009,40.5,,
111,house,S001156,Linda,T.,Sánchez,,1/28/1969,CA,D,Yes,1/6/2009,39.9,,
111,house,M001159,Cathy,,McMorris Rodgers,,5/22/1969,WA,R,Yes,1/6/2009,39.6,,
